rs_tx	gene	tx_recovery	gene_recovery	perc_recovery
NM_001287	CLCN7	6	7.0	85.71428571428571
NM_016111	TELO2	3	3.0	100.0
NM_001351846	TELO2	3	3.0	100.0
NM_014714	IFT140	26	33.0	78.78787878787878
NM_001318852	MAPK8IP3	5	5.0	100.0
NM_015133	MAPK8IP3	5	5.0	100.0
NM_001040439	MAPK8IP3	5	5.0	100.0
NM_023936	MRPS34	1	3.0	33.33333333333333
NM_001300900	MRPS34	1	3.0	33.33333333333333
NR_027389	IGFALS	4	4.0	100.0
NM_004970	IGFALS	4	4.0	100.0
NM_001146006	IGFALS	4	4.0	100.0
NM_152764	MEIOB	1	1.0	100.0
NM_001163560	MEIOB	1	1.0	100.0
NM_005262	GFER	6	7.0	85.71428571428571
NM_001318194	NTHL1	11	21.0	52.38095238095239
NM_001318193	NTHL1	7	21.0	33.33333333333333
NM_002528	NTHL1	15	21.0	71.42857142857143
NM_001114382	TSC2	300	403.0	74.44168734491315
NM_001363528	TSC2	299	403.0	74.19354838709677
NM_001077183	TSC2	299	403.0	74.19354838709677
NM_001318827	TSC2	294	403.0	72.95285359801488
NM_001318831	TSC2	280	403.0	69.4789081885856
NM_001318829	TSC2	289	403.0	71.712158808933
NM_000548	TSC2	301	403.0	74.68982630272953
NM_001370405	TSC2	297	403.0	73.69727047146401
NM_001370404	TSC2	300	403.0	74.44168734491315
NM_021055	TSC2	300	403.0	74.44168734491315
NM_001318832	TSC2	299	403.0	74.19354838709677
NM_000296	PKD1	300	333.0	90.09009009009009
NM_001009944	PKD1	300	333.0	90.09009009009009
NR_030646	MIR1225	2		
NR_135175	LOC105371049	8		
NM_032271	TRAF7	4	4.0	100.0
NM_001089	ABCA3	3	6.0	50.0
NM_001199107	TBC1D24	28	32.0	87.5
NM_020705	TBC1D24	27	32.0	84.375
NM_024339	THOC6	6	7.0	85.71428571428571
NM_001142350	THOC6	5	7.0	71.42857142857143
NM_001347704	THOC6	6	7.0	85.71428571428571
NM_001347703	THOC6	6	7.0	85.71428571428571
NM_001198536	MEFV	11	17.0	64.70588235294117
NM_000243	MEFV	15	17.0	88.23529411764706
NM_001330454	CLUAP1	3	3.0	100.0
NM_015041	CLUAP1	3	3.0	100.0
NM_024793	CLUAP1	2	3.0	66.66666666666666
NM_032444	SLX4	13	15.0	86.66666666666667
NM_004380	CREBBP	142	166.0	85.54216867469879
NM_001079846	CREBBP	138	166.0	83.13253012048193
NM_001201479	CORO7	1		
NM_016069	PAM16	1	1.0	100.0
NR_040252	ANKS3	1	1.0	100.0
NM_001242929	ANKS3	1	1.0	100.0
NM_001324129	ANKS3	1	1.0	100.0
NM_001308089	ANKS3	1	1.0	100.0
NM_001324130	ANKS3	1	1.0	100.0
NM_133450	ANKS3	1	1.0	100.0
NR_046480	ROGDI	8	15.0	53.333333333333336
NM_024589	ROGDI	9	15.0	60.0
NM_001079514	UBN1	1	1.0	100.0
NM_001288656	UBN1	1	1.0	100.0
NM_019109	ALG1	27	34.0	79.41176470588235
NM_001330504	ALG1	24	34.0	70.58823529411765
NM_201400	EEF2KMT	1		
NM_001289029	EEF2KMT	1		
NM_201598	EEF2KMT	1		
NM_001364800	RBFOX1	2	3.0	66.66666666666666
NM_018723	RBFOX1	2	3.0	66.66666666666666
NM_001142333	RBFOX1	2	3.0	66.66666666666666
NM_001308117	RBFOX1	2	3.0	66.66666666666666
NM_001142334	RBFOX1	2	3.0	66.66666666666666
NM_145893	RBFOX1	3	3.0	100.0
NM_145891	RBFOX1	3	3.0	100.0
NM_145892	RBFOX1	3	3.0	100.0
NM_020686	ABAT	9	11.0	81.81818181818183
NM_000663	ABAT	9	11.0	81.81818181818183
NM_001127448	ABAT	9	11.0	81.81818181818183
NM_000303	PMM2	29	45.0	64.44444444444444
NR_135826	USP7	1	1.0	100.0
NM_001321858	USP7	1	1.0	100.0
NM_003470	USP7	1	1.0	100.0
NM_001286457	USP7	1	1.0	100.0
NM_001286458	USP7	1	1.0	100.0
NM_001134408	GRIN2A	47	52.0	90.38461538461539
NM_000833	GRIN2A	48	52.0	92.3076923076923
NM_001134407	GRIN2A	48	52.0	92.3076923076923
NM_001424	EMP2	1	1.0	100.0
NR_104444	CIITA	1	9.0	11.11111111111111
NM_001286402	CIITA	6	9.0	66.66666666666666
NM_000246	CIITA	6	9.0	66.66666666666666
NM_001286403	CIITA	1	9.0	11.11111111111111
NR_024320	LITAF	2	2.0	100.0
NM_001136472	LITAF	2	2.0	100.0
NM_001136473	LITAF	2	2.0	100.0
NM_004862	LITAF	2	2.0	100.0
NM_005236	ERCC4	7	7.0	100.0
NM_001134477	PARN	9	12.0	75.0
NM_001242992	PARN	7	12.0	58.333333333333336
NM_002582	PARN	9	12.0	75.0
NM_001143979	NDE1	4	6.0	66.66666666666666
NM_017668	NDE1	4	6.0	66.66666666666666
NM_022844	MYH11	12	14.0	85.71428571428571
NM_001040114	MYH11	12	14.0	85.71428571428571
NM_002474	MYH11	12	14.0	85.71428571428571
NM_001040113	MYH11	12	14.0	85.71428571428571
NR_147784	ABCC6	234	312.0	75.0
NM_001171	ABCC6	265	312.0	84.93589743589743
NM_001351800	ABCC6	265	312.0	84.93589743589743
NM_001079528	ABCC6	14	312.0	4.487179487179487
NM_022166	XYLT1	8	11.0	72.72727272727273
NR_135179	LOC102723692	2		
NM_001313858	ARL6IP1	2	2.0	100.0
NM_015161	ARL6IP1	2	2.0	100.0
NM_003361	UMOD	23	23.0	100.0
NM_001008389	UMOD	23	23.0	100.0
NM_001278614	UMOD	23	23.0	100.0
NM_001290104	ZP2	1	3.0	33.33333333333333
NM_003460	ZP2	1	3.0	33.33333333333333
NM_001888	CRYM	1	1.0	100.0
NM_144672	OTOA	7	13.0	53.84615384615385
NM_001161683	OTOA	7	13.0	53.84615384615385
NM_170664	OTOA	6	13.0	46.15384615384615
NM_003366	UQCRC2	2	2.0	100.0
NM_001039	SCNN1G	4	6.0	66.66666666666666
NM_000336	SCNN1B	9	10.0	90.0
NM_153603	COG7	4	8.0	50.0
NR_003501	EARS2	6	6.0	100.0
NM_001083614	EARS2	6	6.0	100.0
NM_001308211	EARS2	6	6.0	100.0
NM_024675	PALB2	396	443.0	89.39051918735892
NM_002738	PRKCB	1	1.0	100.0
NM_212535	PRKCB	1	1.0	100.0
NM_181079	IL21R	3	3.0	100.0
NM_181078	IL21R	3	3.0	100.0
NM_021798	IL21R	3	3.0	100.0
NM_001286242	GTF3C1	1	1.0	100.0
NM_001520	GTF3C1	1	1.0	100.0
NM_015202	KIAA0556	2	2.0	100.0
NM_001286109	CLN3	40	80.0	50.0
NM_001286104	CLN3	42	80.0	52.5
NM_001286105	CLN3	41	80.0	51.24999999999999
NM_001286110	CLN3	44	80.0	55.00000000000001
NM_001042432	CLN3	46	80.0	57.49999999999999
NM_000086	CLN3	46	80.0	57.49999999999999
NM_001365360	TUFM	6	6.0	100.0
NM_003321	TUFM	6	6.0	100.0
NM_004320	ATP2A1	12	14.0	85.71428571428571
NM_173201	ATP2A1	12	14.0	85.71428571428571
NM_001286075	ATP2A1	11	14.0	78.57142857142857
NM_001178098	CD19	2	4.0	50.0
NM_001770	CD19	2	4.0	50.0
NM_001014989	LAT	3	3.0	100.0
NM_014387	LAT	3	3.0	100.0
NM_001014987	LAT	3	3.0	100.0
NM_001014988	LAT	3	3.0	100.0
NM_001256443	PRRT2	43	43.0	100.0
NM_001256442	PRRT2	41	43.0	95.34883720930233
NM_145239	PRRT2	41	43.0	95.34883720930233
NM_004608	TBX6	9	9.0	100.0
NM_001193333	CORO1A	3	3.0	100.0
NM_007074	CORO1A	3	3.0	100.0
NM_001105079	FBRS	2	2.0	100.0
NM_006662	SRCAP	17	17.0	100.0
NM_001172432	PHKG2	10	10.0	100.0
NM_000294	PHKG2	10	10.0	100.0
NM_014712	SETD1A	5	6.0	83.33333333333334
NM_001142777	HSD3B7	7	10.0	70.0
NM_025193	HSD3B7	7	10.0	70.0
NM_001142778	HSD3B7	7	10.0	70.0
NM_052874	STX1B	11	14.0	78.57142857142857
NM_001311311	VKORC1	1	1.0	100.0
NM_024006	VKORC1	1	1.0	100.0
NM_001122957	BCKDK	2	2.0	100.0
NM_005881	BCKDK	2	2.0	100.0
NM_001271926	BCKDK	2	2.0	100.0
NR_028388	FUS	11	12.0	91.66666666666666
NM_004960	FUS	11	12.0	91.66666666666666
NM_001170937	FUS	11	12.0	91.66666666666666
NM_001170634	FUS	11	12.0	91.66666666666666
NM_005205	COX6A2	2	2.0	100.0
NM_001288767	ARMC5	6	6.0	100.0
NM_001301820	ARMC5	6	6.0	100.0
NM_024742	ARMC5	6	6.0	100.0
NM_001105247	ARMC5	6	6.0	100.0
NR_130783	SLC5A2	5	11.0	45.45454545454545
NM_003041	SLC5A2	9	11.0	81.81818181818183
NM_018206	VPS35	1	1.0	100.0
NR_037620	ORC6	4	5.0	80.0
NM_014321	ORC6	4	5.0	80.0
NM_133443	GPT2	3	3.0	100.0
NM_001142466	GPT2	3	3.0	100.0
NM_001363837	PHKB	6	7.0	85.71428571428571
NM_001031835	PHKB	6	7.0	85.71428571428571
NM_000293	PHKB	6	7.0	85.71428571428571
NM_001330533	ZNF423	7	8.0	87.5
NM_001271620	ZNF423	8	8.0	100.0
NM_015069	ZNF423	8	8.0	100.0
NM_013263	BRD7	1	1.0	100.0
NM_001173984	BRD7	1	1.0	100.0
NR_163434	NOD2	6	7.0	85.71428571428571
NM_001370466	NOD2	6	7.0	85.71428571428571
NM_022162	NOD2	6	7.0	85.71428571428571
NM_001293557	NOD2	6	7.0	85.71428571428571
NM_015247	CYLD	25	30.0	83.33333333333334
NM_001042412	CYLD	25	30.0	83.33333333333334
NM_001042355	CYLD	25	30.0	83.33333333333334
NM_001127892	SALL1	31	31.0	100.0
NM_002968	SALL1	31	31.0	100.0
NM_001127897	RPGRIP1L	35	44.0	79.54545454545455
NM_001330538	RPGRIP1L	36	44.0	81.81818181818183
NM_015272	RPGRIP1L	37	44.0	84.0909090909091
NM_001308334	RPGRIP1L	36	44.0	81.81818181818183
NM_001328422	RPGRIP1L	2	44.0	4.545454545454546
NM_001328423	RPGRIP1L	3	44.0	6.8181818181818175
NM_001363905	FTO	1	1.0	100.0
NM_001363891	FTO	1	1.0	100.0
NM_001363898	FTO	1	1.0	100.0
NM_001363899	FTO	1	1.0	100.0
NM_001363894	FTO	1	1.0	100.0
NM_001363988	FTO	1	1.0	100.0
NM_001363896	FTO	1	1.0	100.0
NM_001363903	FTO	1	1.0	100.0
NM_001363900	FTO	1	1.0	100.0
NM_001363901	FTO	1	1.0	100.0
NM_001363897	FTO	1	1.0	100.0
NM_001080432	FTO	1	1.0	100.0
NM_005853	IRX5	1	1.0	100.0
NM_001252197	IRX5	1	1.0	100.0
NM_001302508	MMP2	5	6.0	83.33333333333334
NM_004530	MMP2	5	6.0	83.33333333333334
NM_001302510	MMP2	5	6.0	83.33333333333334
NM_001302509	MMP2	5	6.0	83.33333333333334
NM_001127891	MMP2	5	6.0	83.33333333333334
NM_001266	CES1	2	2.0	100.0
NM_001025194	CES1	2	2.0	100.0
NM_001025195	CES1	2	2.0	100.0
NM_020988	GNAO1	19	22.0	86.36363636363636
NM_138736	GNAO1	13	22.0	59.09090909090909
NM_031885	BBS2	30	45.0	66.66666666666666
NM_014669	NUP93	2	3.0	66.66666666666666
NM_001242795	NUP93	2	3.0	66.66666666666666
NM_001242796	NUP93	2	3.0	66.66666666666666
NM_000339	SLC12A3	43	55.0	78.18181818181819
NM_001126108	SLC12A3	43	55.0	78.18181818181819
NM_001126107	SLC12A3	43	55.0	78.18181818181819
NM_000078	CETP	1	3.0	33.33333333333333
NM_001286085	CETP	1	3.0	33.33333333333333
NM_001305163	RSPRY1	1	1.0	100.0
NM_133368	RSPRY1	1	1.0	100.0
NM_001305164	RSPRY1	1	1.0	100.0
NM_020312	COQ9	1	1.0	100.0
NM_001370440	ADGRG1	22	26.0	84.61538461538461
NM_001370428	ADGRG1	22	26.0	84.61538461538461
NM_001370436	ADGRG1	22	26.0	84.61538461538461
NM_001290142	ADGRG1	17	26.0	65.38461538461539
NM_001370451	ADGRG1	22	26.0	84.61538461538461
NM_001370430	ADGRG1	22	26.0	84.61538461538461
NM_001370438	ADGRG1	22	26.0	84.61538461538461
NM_001290143	ADGRG1	22	26.0	84.61538461538461
NM_001370435	ADGRG1	22	26.0	84.61538461538461
NM_001370431	ADGRG1	22	26.0	84.61538461538461
NM_001370437	ADGRG1	22	26.0	84.61538461538461
NM_001370453	ADGRG1	22	26.0	84.61538461538461
NM_005682	ADGRG1	22	26.0	84.61538461538461
NM_001145770	ADGRG1	22	26.0	84.61538461538461
NM_001370434	ADGRG1	22	26.0	84.61538461538461
NM_001370442	ADGRG1	22	26.0	84.61538461538461
NM_001370433	ADGRG1	22	26.0	84.61538461538461
NM_001370432	ADGRG1	22	26.0	84.61538461538461
NM_001370439	ADGRG1	22	26.0	84.61538461538461
NM_001370441	ADGRG1	22	26.0	84.61538461538461
NM_001145772	ADGRG1	22	26.0	84.61538461538461
NM_201524	ADGRG1	22	26.0	84.61538461538461
NM_001145771	ADGRG1	22	26.0	84.61538461538461
NM_001145773	ADGRG1	22	26.0	84.61538461538461
NM_001370429	ADGRG1	22	26.0	84.61538461538461
NM_201525	ADGRG1	22	26.0	84.61538461538461
NM_001370454	ADGRG1	20	26.0	76.92307692307693
NM_001145774	ADGRG1	22	26.0	84.61538461538461
NM_001290144	ADGRG1	22	26.0	84.61538461538461
NM_005886	KATNB1	2	3.0	66.66666666666666
NM_001286130	CNGB1	21	28.0	75.0
NM_001297	CNGB1	21	28.0	75.0
NM_001135639	CNGB1	3	28.0	10.714285714285714
NM_001330568	USB1	18	24.0	75.0
NM_024598	USB1	18	24.0	75.0
NM_001195302	USB1	15	24.0	62.5
NM_001204911	USB1	9	24.0	37.5
NM_001330569	USB1	9	24.0	37.5
NM_001286220	GOT2	4	4.0	100.0
NM_002080	GOT2	4	4.0	100.0
NM_001330576	CDH11	2	3.0	66.66666666666666
NM_001797	CDH11	2	3.0	66.66666666666666
NM_001308392	CDH11	2	3.0	66.66666666666666
NR_073520	TK2	22	23.0	95.65217391304348
NM_001172645	TK2	20	23.0	86.95652173913044
NM_001271935	TK2	17	23.0	73.91304347826086
NM_001172643	TK2	20	23.0	86.95652173913044
NM_001172644	TK2	19	23.0	82.6086956521739
NM_004614	TK2	22	23.0	95.65217391304348
NM_001271934	TK2	22	23.0	95.65217391304348
NM_001272050	TK2	22	23.0	95.65217391304348
NM_001538	HSF4	2	4.0	50.0
NM_001040667	HSF4	3	4.0	75.0
NM_001100915	KCTD19	1	1.0	100.0
NM_000196	HSD11B2	3	4.0	75.0
NM_006565	CTCF	16	17.0	94.11764705882352
NM_001191022	CTCF	9	17.0	52.94117647058824
NM_001363916	CTCF	16	17.0	94.11764705882352
NM_001013838	CARMIL2	9	12.0	75.0
NM_001317026	CARMIL2	9	12.0	75.0
NM_022914	ACD	1	1.0	100.0
NM_001082486	ACD	1	1.0	100.0
NM_020457	THAP11	1	1.0	100.0
NM_000229	LCAT	9	10.0	90.0
NR_147057	PRMT7	3	5.0	60.0
NR_147058	PRMT7	3	5.0	60.0
NR_147056	PRMT7	3	5.0	60.0
NM_019023	PRMT7	3	5.0	60.0
NM_001351143	PRMT7	3	5.0	60.0
NM_001351144	PRMT7	3	5.0	60.0
NM_001184824	PRMT7	3	5.0	60.0
NM_001290018	PRMT7	3	5.0	60.0
NM_001793	CDH3	7	8.0	87.5
NM_001317196	CDH3	7	8.0	87.5
NM_001317195	CDH3	7	8.0	87.5
NM_001317185	CDH1	132	165.0	80.0
NM_004360	CDH1	131	165.0	79.39393939393939
NM_001317186	CDH1	119	165.0	72.12121212121212
NM_001317184	CDH1	122	165.0	73.93939393939394
NM_032382	COG8	4	5.0	80.0
NM_001286137	NQO1	1	1.0	100.0
NM_001025434	NQO1	1	1.0	100.0
NM_001025433	NQO1	1	1.0	100.0
NM_000903	NQO1	1	1.0	100.0
NR_029681	MIR140	1		
NM_001605	AARS1	4	5.0	80.0
NM_145059	FCSK	1	1.0	100.0
NR_158212	COG4	11	12.0	91.66666666666666
NM_001195139	COG4	10	12.0	83.33333333333334
NM_001365426	COG4	11	12.0	91.66666666666666
NM_015386	COG4	11	12.0	91.66666666666666
NM_138383	MTSS2	1	1.0	100.0
NM_001270974	HYDIN	5	6.0	83.33333333333334
NM_017558	HYDIN	1	6.0	16.666666666666664
NM_001198543	HYDIN	1	6.0	16.666666666666664
NM_001198542	HYDIN	1	6.0	16.666666666666664
NR_103852	TAT	2	18.0	11.11111111111111
NR_103851	TAT	2	18.0	11.11111111111111
NM_000353	TAT	9	18.0	50.0
NM_001361	DHODH	1	1.0	100.0
NM_014003	DHX38	1	1.0	100.0
NM_001160213	PMFBP1	5	5.0	100.0
NM_031293	PMFBP1	5	5.0	100.0
NM_001164766	ZFHX3	3	3.0	100.0
NM_006885	ZFHX3	3	3.0	100.0
NM_001370534	RFWD3	2	2.0	100.0
NM_001370539	RFWD3	2	2.0	100.0
NM_001370536	RFWD3	2	2.0	100.0
NM_018124	RFWD3	2	2.0	100.0
NM_001370537	RFWD3	2	2.0	100.0
NM_001370543	RFWD3	2	2.0	100.0
NM_001370542	RFWD3	2	2.0	100.0
NM_001370535	RFWD3	2	2.0	100.0
NM_001370540	RFWD3	1	2.0	50.0
NM_024306	FA2H	13	14.0	92.85714285714286
NM_194436	LDHD	2	2.0	100.0
NM_153486	LDHD	2	2.0	100.0
NM_021615	CHST6	3	3.0	100.0
NR_074083	TMEM231	4	8.0	50.0
NM_001077418	TMEM231	4	8.0	50.0
NM_001077416	TMEM231	5	8.0	62.5
NM_005548	KARS1	8	8.0	100.0
NM_001130089	KARS1	8	8.0	100.0
NM_199355	ADAMTS18	2	2.0	100.0
NM_001326358	ADAMTS18	2	2.0	100.0
NR_120436	WWOX	9	18.0	50.0
NR_120435	WWOX	2	18.0	11.11111111111111
NM_016373	WWOX	14	18.0	77.77777777777779
NM_001291997	WWOX	10	18.0	55.55555555555556
NM_130791	WWOX	8	18.0	44.44444444444444
NM_005360	MAF	9	10.0	90.0
NM_001031804	MAF	9	10.0	90.0
NR_033249	GCSH	2	3.0	66.66666666666666
NM_004483	GCSH	2	3.0	66.66666666666666
NM_022041	GAN	10	13.0	76.92307692307693
NM_002661	PLCG2	3	3.0	100.0
NM_012213	MLYCD	10	11.0	90.9090909090909
NM_001080442	SLC38A8	5	7.0	71.42857142857143
NM_003791	MBTPS1	2	2.0	100.0
NM_178452	DNAAF1	15	16.0	93.75
NM_001318756	DNAAF1	10	16.0	62.5
NM_002163	IRF8	1	1.0	100.0
NM_001363907	IRF8	1	1.0	100.0
NM_001363908	IRF8	1	1.0	100.0
NM_001451	FOXF1	8	8.0	100.0
NR_125795	FOXC2	4	22.0	18.181818181818183
NM_005251	FOXC2	22	22.0	100.0
NM_001282683	FBXO31	1	1.0	100.0
NM_024735	FBXO31	1	1.0	100.0
NR_159799	CA5A	2	3.0	66.66666666666666
NR_159798	CA5A	2	3.0	66.66666666666666
NM_001367225	CA5A	2	3.0	66.66666666666666
NM_001739	CA5A	2	3.0	66.66666666666666
NM_001367624	ZNF469	32	32.0	100.0
NM_000101	CYBA	7	9.0	77.77777777777779
NM_001318507	CTU2	1	1.0	100.0
NM_001012759	CTU2	1	1.0	100.0
NM_001012762	CTU2	1	1.0	100.0
NM_001318513	CTU2	1	1.0	100.0
NM_001142864	PIEZO1	15	17.0	88.23529411764706
NR_103774	LOC100289580	1		
NM_030928	CDT1	1	2.0	50.0
NM_000485	APRT	4	6.0	66.66666666666666
NM_001030018	APRT	3	6.0	50.0
NM_001323543	GALNS	25	31.0	80.64516129032258
NM_000512	GALNS	26	31.0	83.87096774193549
NM_001323544	GALNS	26	31.0	83.87096774193549
NR_134671	TRAPPC2L	1	1.0	100.0
NR_134670	TRAPPC2L	1	1.0	100.0
NM_001318524	TRAPPC2L	1	1.0	100.0
NM_016209	TRAPPC2L	1	1.0	100.0
NM_001318525	TRAPPC2L	1	1.0	100.0
NM_001318527	TRAPPC2L	1	1.0	100.0
NM_001318529	TRAPPC2L	1	1.0	100.0
NM_001318532	TRAPPC2L	1	1.0	100.0
NM_001318528	TRAPPC2L	1	1.0	100.0
NM_001318530	TRAPPC2L	1	1.0	100.0
NM_001318526	TRAPPC2L	1	1.0	100.0
NR_147928	ACSF3	16	17.0	94.11764705882352
NR_104293	ACSF3	16	17.0	94.11764705882352
NR_147929	ACSF3	15	17.0	88.23529411764706
NR_045667	ACSF3	5	17.0	29.411764705882355
NM_001243279	ACSF3	16	17.0	94.11764705882352
NM_001127214	ACSF3	16	17.0	94.11764705882352
NM_174917	ACSF3	16	17.0	94.11764705882352
NM_001284316	ACSF3	11	17.0	64.70588235294117
NR_045839	ANKRD11	5	129.0	3.875968992248062
NM_001256183	ANKRD11	122	129.0	94.57364341085271
NM_013275	ANKRD11	122	129.0	94.57364341085271
NM_001256182	ANKRD11	122	129.0	94.57364341085271
NM_001363850	SPG7	35	43.0	81.3953488372093
NM_003119	SPG7	35	43.0	81.3953488372093
NM_199367	SPG7	19	43.0	44.18604651162791
NM_000977	RPL13	1	4.0	25.0
NM_001243131	RPL13	1	4.0	25.0
NM_033251	RPL13	1	4.0	25.0
NR_046418	CHMP1A	3	4.0	75.0
NM_001083314	CHMP1A	3	4.0	75.0
NM_002768	CHMP1A	3	4.0	75.0
NR_027702	CDK10	2	5.0	40.0
NR_027703	CDK10	1	5.0	20.0
NM_052988	CDK10	3	5.0	60.0
NM_001160367	CDK10	3	5.0	60.0
NM_052987	CDK10	2	5.0	40.0
NM_001098533	CDK10	3	5.0	60.0
NR_110128	ZNF276	16		
NR_110122	ZNF276	25		
NR_110126	ZNF276	25		
NR_110129	ZNF276	25		
NM_152287	ZNF276	25		
NM_001113525	ZNF276	25		
NM_000135	FANCA	115	180.0	63.888888888888886
NM_001286167	FANCA	115	180.0	63.888888888888886
NM_001351830	FANCA	24	180.0	13.333333333333334
NM_001018112	FANCA	27	180.0	15.0
NM_002386	MC1R	3	3.0	100.0
NM_001197181	TUBB3	18	18.0	100.0
NM_006086	TUBB3	18	18.0	100.0
NM_001286209	GAS8	3	3.0	100.0
NM_001286205	GAS8	3	3.0	100.0
NM_001286208	GAS8	3	3.0	100.0
NM_001481	GAS8	3	3.0	100.0
NR_027335	URAHP	1		
NM_001128159	VPS53	1	3.0	33.33333333333333
NM_018289	VPS53	1	3.0	33.33333333333333
NM_001366253	VPS53	1	3.0	33.33333333333333
NM_001366254	VPS53	1	3.0	33.33333333333333
NM_022463	NXN	2	2.0	100.0
NM_001205319	NXN	2	2.0	100.0
NM_001164405	BHLHA9	1	1.0	100.0
NM_016532	INPP5K	7	7.0	100.0
NM_130766	INPP5K	7	7.0	100.0
NM_001135642	INPP5K	7	7.0	100.0
NM_006445	PRPF8	6	6.0	100.0
NM_001163673	WDR81	2	6.0	33.33333333333333
NM_152348	WDR81	3	6.0	50.0
NM_001163811	WDR81	2	6.0	33.33333333333333
NM_001163809	WDR81	6	6.0	100.0
NM_000934	SERPINF2	2	2.0	100.0
NM_001165921	SERPINF2	2	2.0	100.0
NM_001165920	SERPINF2	2	2.0	100.0
NM_001329904	SERPINF1	6	8.0	75.0
NM_002615	SERPINF1	6	8.0	75.0
NM_001329903	SERPINF1	6	8.0	75.0
NM_001329905	SERPINF1	4	8.0	50.0
NR_144476	DPH1	1	1.0	100.0
NR_144474	DPH1	1	1.0	100.0
NR_144475	DPH1	1	1.0	100.0
NM_001383	DPH1	1	1.0	100.0
NM_001346574	DPH1	1	1.0	100.0
NM_001346575	DPH1	1	1.0	100.0
NM_001346576	DPH1	1	1.0	100.0
NM_000430	PAFAH1B1	87	104.0	83.65384615384616
NM_001128085	ASPA	32	39.0	82.05128205128204
NM_000049	ASPA	32	39.0	82.05128205128204
NM_145068	TRPV3	3	3.0	100.0
NM_001258205	TRPV3	3	3.0	100.0
NM_001031681	CTNS	40	55.0	72.72727272727273
NM_004937	CTNS	41	55.0	74.54545454545455
NR_037928	P2RX5	1		
NM_014604	TAX1BP3	1	1.0	100.0
NM_001124758	SPNS2	1	1.0	100.0
NM_001136046	ZMYND15	1	1.0	100.0
NM_001267822	ZMYND15	1	1.0	100.0
NM_032265	ZMYND15	1	1.0	100.0
NM_000080	CHRNE	40	50.0	80.0
NM_001145536	C17orf107	25		
NM_000173	GP1BA	12	12.0	100.0
NM_001165417	SLC25A11	5	5.0	100.0
NM_001165418	SLC25A11	4	5.0	80.0
NM_003562	SLC25A11	5	5.0	100.0
NM_005022	PFN1	1	1.0	100.0
NM_001976	ENO3	1	1.0	100.0
NM_053013	ENO3	1	1.0	100.0
NM_001193503	ENO3	1	1.0	100.0
NM_006612	KIF1C	5	6.0	83.33333333333334
NM_001320653	NUP88	3	3.0	100.0
NM_002532	NUP88	3	3.0	100.0
NM_001212	C1QBP	6	6.0	100.0
NM_001033053	NLRP1	3	3.0	100.0
NM_033007	NLRP1	3	3.0	100.0
NM_033006	NLRP1	3	3.0	100.0
NM_014922	NLRP1	3	3.0	100.0
NM_033004	NLRP1	3	3.0	100.0
NM_001033055	AIPL1	7	9.0	77.77777777777779
NM_001285400	AIPL1	8	9.0	88.88888888888889
NM_001285399	AIPL1	8	9.0	88.88888888888889
NM_001033054	AIPL1	7	9.0	77.77777777777779
NM_001285401	AIPL1	8	9.0	88.88888888888889
NM_014336	AIPL1	8	9.0	88.88888888888889
NM_001285402	AIPL1	8	9.0	88.88888888888889
NM_001285403	AIPL1	9	9.0	100.0
NR_147086	KIAA0753	7	10.0	70.0
NR_147087	KIAA0753	7	10.0	70.0
NR_147088	KIAA0753	8	10.0	80.0
NM_014804	KIAA0753	9	10.0	90.0
NM_001351225	KIAA0753	9	10.0	90.0
NM_001284510	SLC13A5	13	17.0	76.47058823529412
NM_001284509	SLC13A5	13	17.0	76.47058823529412
NM_001143838	SLC13A5	9	17.0	52.94117647058824
NM_177550	SLC13A5	13	17.0	76.47058823529412
NR_135527	DLG4	9	7.0	128.57142857142858
NM_001128827	DLG4	6	7.0	85.71428571428571
NM_001321075	DLG4	6	7.0	85.71428571428571
NM_001369566	DLG4	6	7.0	85.71428571428571
NM_001321077	DLG4	6	7.0	85.71428571428571
NM_001321076	DLG4	6	7.0	85.71428571428571
NM_001321074	DLG4	9	7.0	128.57142857142858
NM_001365	DLG4	9	7.0	128.57142857142858
NM_001270447	ACADVL	69	97.0	71.1340206185567
NM_001270448	ACADVL	73	97.0	75.25773195876289
NM_001033859	ACADVL	69	97.0	71.1340206185567
NM_000018	ACADVL	72	97.0	74.22680412371135
NM_152766	TMEM256	1	1.0	100.0
NM_000747	CHRNB1	5	6.0	83.33333333333334
NM_000937	POLR2A	5	5.0	100.0
NR_024603	MPDU1	4	4.0	100.0
NM_001330073	MPDU1	4	4.0	100.0
NM_004870	MPDU1	4	4.0	100.0
NM_001126112	TP53	337	401.0	84.03990024937656
NM_000546	TP53	337	401.0	84.03990024937656
NM_001126113	TP53	337	401.0	84.03990024937656
NM_001126114	TP53	337	401.0	84.03990024937656
NM_001126118	TP53	338	401.0	84.28927680798004
NM_001276761	TP53	337	401.0	84.03990024937656
NM_001276760	TP53	337	401.0	84.03990024937656
NM_001276695	TP53	337	401.0	84.03990024937656
NM_001276696	TP53	337	401.0	84.03990024937656
NM_001126115	TP53	260	401.0	64.83790523690773
NM_001126117	TP53	260	401.0	64.83790523690773
NM_001126116	TP53	260	401.0	64.83790523690773
NM_001276697	TP53	260	401.0	64.83790523690773
NM_001276699	TP53	260	401.0	64.83790523690773
NM_001276698	TP53	260	401.0	64.83790523690773
NM_001143990	WRAP53	1	1.0	100.0
