#hg19.refGene.name	hg19.knownToEnsembl.value
NM_058187	ENST00000300255,ENST00000464037,
NR_104472	n/a
NR_146639	n/a
NR_146638	n/a
NM_206898	ENST00000399786
NM_001350338	n/a
NM_203446	ENST00000382499
NM_001331011	n/a
NM_001331009	n/a
NM_003024	ENST00000381318,ENST00000381285,
NM_001331008	n/a
NM_001331012	n/a
NM_145858	ENST00000290244,ENST00000361534,
NM_001331010	n/a
NM_001001132	ENST00000381291,ENST00000399338,ENST00000381291,ENST00000381285,ENST00000381291,ENST00000399352,
NM_001001890	ENST00000344691,ENST00000437180,
NM_004414	ENST00000313806
NM_053277	ENST00000349499,ENST00000360731,
NM_001754	ENST00000300305,ENST00000437180,ENST00000300305,
NM_001285389	n/a
NM_203417	ENST00000399272,ENST00000489903,
NM_001317009	n/a
NM_005128	ENST00000399151,
NM_001320714	n/a
NR_073512	ENST00000467692
NR_110418	n/a
NR_040084	ENST00000535199
NM_001320703	n/a
NM_001353938	n/a
NM_001330681	n/a
NM_001320704	n/a
NM_001330682	n/a
NM_001352517	n/a
NM_001353936	n/a
NM_001242785	ENST00000336648,ENST00000399120,
NM_001146077	ENST00000342108
NR_148021	n/a
NM_001330683	n/a
NM_001352516	n/a
NM_001352515	n/a
NM_001352514	n/a
NM_000411	ENST00000336648
NM_001353937	n/a
NM_001352518	n/a
NM_001242784	ENST00000399120
NM_001146078	ENST00000399136
NM_001001894	ENST00000355666,ENST00000354749,
NM_003316	ENST00000540756,ENST00000418766,ENST00000399017,ENST00000476784,ENST00000472398,
NR_148020	n/a
NR_147130	n/a
NR_110545	n/a
NM_002240	ENST00000609713,
NM_001350300	n/a
NM_018963	ENST00000333229
NM_001350296	n/a
NM_004627	ENST00000487869,ENST00000333781,ENST00000541890,
NR_146618	n/a
NR_146615	n/a
NM_001317744	n/a
NR_146616	n/a
NR_146614	n/a
NM_001146218	ENST00000380708
NM_033656	ENST00000342449
NM_001350295	n/a
NM_001350294	n/a
NM_001350293	n/a
NM_001278650	n/a
NM_006198	ENST00000328619
NM_001356336	n/a
NM_001356339	n/a
NM_001356338	n/a
NM_001080444	ENST00000380588
NM_138992	ENST00000328735
NM_138991	ENST00000347667
NM_012105	ENST00000330333
NM_058186	ENST00000518236,ENST00000357985,
NM_005656	ENST00000332149,ENST00000454499,
NM_001135099	ENST00000398585
NM_206964	ENST00000357985
NR_135464	n/a
NR_104258	n/a
NM_080860	ENST00000291536
NM_173568	ENST00000408989
NM_004915	ENST00000361802,ENST00000343687,
NM_001286506	n/a
NR_104260	n/a
NM_001282934	n/a
NM_022115	ENST00000433067
NM_001199527	ENST00000400427
NM_001199528	ENST00000400424,ENST00000400423,
NM_016818	ENST00000398449
NM_001004416	ENST00000408910
NM_001040424	ENST00000398548,ENST00000422911,ENST00000538201,
NR_104257	n/a
NM_207174	ENST00000343687
NM_207628	ENST00000398457
NM_207627	ENST00000398457
NM_207629	ENST00000347800
NM_001001567	ENST00000335512
NM_001001581	ENST00000291539
NM_001001568	ENST00000335512
NM_001001574	ENST00000335512
NM_001001582	ENST00000291539
NM_001320694	n/a
NM_001001569	ENST00000335512
NM_002606	ENST00000291539
NM_001001571	ENST00000335512
NM_001001579	ENST00000335512
NM_001001580	ENST00000335512
NM_004571	ENST00000291547,ENST00000480179,
NM_001001572	ENST00000335512
NM_001001577	ENST00000335512
NM_001001584	ENST00000462571
NM_001001575	ENST00000335512
NM_001286258	n/a
NM_001001573	ENST00000490803
NM_001001570	ENST00000470987
NM_001001578	ENST00000335512
NM_001001585	ENST00000470987,ENST00000291539,ENST00000398227,
NM_007031	ENST00000291560
NM_001001576	ENST00000335512
NM_001001583	ENST00000291539
NM_001315533	n/a
NM_001002021	n/a
NM_001369880	n/a
NM_002626	ENST00000349048
NM_003274	ENST00000291574,
NM_001369878	n/a
NM_003683	ENST00000497547,ENST00000467112,ENST00000471909,
NM_001272037	ENST00000323084
NM_001037553	ENST00000398063
NM_144991	ENST00000323084
NM_020132	ENST00000291572,
NM_001369881	n/a
NM_001160230	ENST00000539173,ENST00000389863,
NM_130444	n/a
NM_015833	ENST00000539173,
NM_015834	ENST00000539173
NR_073200	n/a
NM_030582	ENST00000355480
NR_027672	ENST00000539173
NR_135279	n/a
NM_130445	ENST00000400337,ENST00000342220,
NR_027674	n/a
NM_001112	ENST00000539173,ENST00000389861,ENST00000539173,
NM_001346688	n/a
NR_027673	n/a
NR_144483	n/a
NM_001353942	n/a
NM_006031	ENST00000359568,ENST00000480896,
NM_001146116	ENST00000318711
NM_015151	ENST00000318711
NM_001314025	n/a
NR_145493	n/a
NM_020528	ENST00000400314,ENST00000400310,ENST00000400314,ENST00000400309,
NM_001314022	n/a
NM_001314023	n/a
NM_001315529	n/a
NM_001006114	ENST00000492864,ENST00000339195,
NM_001314026	n/a
NM_001130141	ENST00000400308
NM_001353943	n/a
NM_001314024	n/a
NM_058181	ENST00000329319,ENST00000397701,
NM_001348244	n/a
NM_001348245	n/a
NR_162105	n/a
NM_199259	ENST00000298232
NM_001290224	n/a
NM_199260	ENST00000298232,
NM_199261	ENST00000361285
NM_182482	ENST00000470054
NR_036164	ENST00000580304
NR_110544	n/a
NM_174981	ENST00000299443
NR_036061	n/a
NR_146657	n/a
NR_026755	ENST00000428301
NR_146644	n/a
NM_198996	ENST00000344577,ENST00000536861,
NM_001302998	n/a
NM_001302999	n/a
NM_001303000	n/a
NM_001303001	n/a
NR_003088	ENST00000481582
NR_003087	ENST00000467409
NM_006948	ENST00000285667
NR_046512	ENST00000449214
NR_145757	n/a
NR_029514	ENST00000384906
NR_029480	ENST00000362160
NR_029694	ENST00000385128
NR_136548	n/a
NR_136549	n/a
NR_037585	ENST00000440664
NR_037586	ENST00000440664
NM_001207064	ENST00000284878
NR_149073	n/a
NM_001207065	ENST00000284878
NM_006806	ENST00000348354
NM_001338	ENST00000284878,
NM_001207066	ENST00000400169
NM_001207063	ENST00000284878
NM_001130914	ENST00000339775
NR_038870	ENST00000430401
NR_038871	ENST00000439392
NR_024354	ENST00000447175
NM_017447	ENST00000284881
NM_001100421	ENST00000284881
NM_001100420	ENST00000284881
NM_001204174	ENST00000400127
NM_024944	ENST00000299295
NR_036166	n/a
NR_146910	n/a
NR_151724	n/a
NR_038872	ENST00000419069
NR_109958	n/a
NR_038400	ENST00000419431
NR_106746	n/a
NR_040254	ENST00000262354
NR_135521	n/a
NR_024027	ENST00000332587
NR_024092	ENST00000567517
NR_030784	ENST00000385060
NR_001458	ENST00000456917
NM_017446	ENST00000352957
NM_080794	ENST00000307301
NM_001270408	ENST00000400532
NM_001320267	n/a
NM_001003701	ENST00000400093
NM_001003697	ENST00000400093
NM_001320266	n/a
NM_021219	ENST00000480456
NM_001685	ENST00000400093
NM_001270407	ENST00000480456
NR_072999	ENST00000480456
NM_001003696	ENST00000400093
NM_001003703	ENST00000400093
NM_006988	ENST00000284984
NR_039916	ENST00000584048
NR_027246	ENST00000324988
NR_126011	n/a
NR_026553	ENST00000455939
NR_026552	ENST00000412526
NM_182749	ENST00000351429
NM_013240	ENST00000460212,ENST00000303775,
NR_047510	n/a
NM_001320766	n/a
NM_001320724	n/a
NM_015565	ENST00000389194,ENST00000389195,
NM_016940	ENST00000493196
NM_001282907	n/a
NM_001282909	n/a
NM_001286623	n/a
NM_006585	ENST00000542732,ENST00000286788,
NM_001282908	n/a
NR_027072	ENST00000420364
NR_027655	n/a
NR_046564	n/a
NM_001186	ENST00000286800
NM_206866	ENST00000399921,ENST00000286800,
NR_146594	n/a
NR_033368	ENST00000333765
NR_027021	ENST00000309331
NR_038855	ENST00000451410
NM_012131	ENST00000286808
NM_001128598	ENST00000416044
NM_001077711	ENST00000382835
NM_001085455	ENST00000340345
NM_203405	ENST00000360542
NM_181624	ENST00000334160
NM_181623	ENST00000334067
NM_181622	ENST00000390690
NM_181621	ENST00000399889
NM_181599	ENST00000355459
NR_036221	ENST00000581194
NM_181600	ENST00000334068
NM_181620	ENST00000334680
NM_181611	ENST00000334151
NM_181610	ENST00000334058
NM_181609	ENST00000334063
NM_181608	ENST00000334055
NM_181607	ENST00000390689
NM_181605	ENST00000391624
NM_181614	ENST00000334849
NM_181612	ENST00000334046
NM_001164434	ENST00000382830
NM_181604	ENST00000334897
NM_181616	ENST00000330798
NM_181615	ENST00000334664
NM_001128077	ENST00000382826
NM_001164435	ENST00000444335
NM_181602	ENST00000329122
NM_001350977	n/a
NM_181617	ENST00000333892
NM_181606	ENST00000539876
NM_181619	ENST00000335093
NM_175857	ENST00000329621
NM_175858	ENST00000332378
NM_001099219	ENST00000382822
NM_001321023	n/a
NM_000454	ENST00000270142
NM_001145445	ENST00000399804
NM_001145444	ENST00000286835
NM_020706	ENST00000286835
NR_038033	ENST00000414877
NM_018944	ENST00000290130
NM_178817	ENST00000399784,ENST00000497833,ENST00000303645,
NM_001285394	n/a
NR_002996	ENST00000363922
NR_026845	ENST00000534991
NM_001350336	n/a
NM_001350335	n/a
NM_001350334	n/a
NM_001350337	n/a
NM_021254	ENST00000290155,
NM_001162495	ENST00000536776
NM_001162496	ENST00000536776
NM_019596	ENST00000536776
NM_013329	ENST00000290178,ENST00000464256,
NR_038880	ENST00000458479
NR_038879	ENST00000440052
NR_027873	ENST00000331923
NR_024622	ENST00000382375
NR_024623	ENST00000382375
NM_016631	ENST00000331923,
NR_135522	n/a
NM_138983	ENST00000382348
NR_104056	n/a
NM_005806	ENST00000382357,ENST00000333337,
NR_109961	n/a
NR_024102	ENST00000451980
NM_000629	ENST00000270139,
NM_000628	ENST00000433395,ENST00000290200,ENST00000493295,
NR_038974	ENST00000411998
NM_001040192	ENST00000381947
NM_006134	ENST00000420455
NM_001320746	n/a
NM_001329128	n/a
NM_017833	ENST00000314399
NR_040016	n/a
NM_005534	ENST00000290219
NM_017613	ENST00000303113,ENST00000453626,
NM_001136005	ENST00000424203
NM_138927	ENST00000290239
NM_175085	ENST00000361093
NM_001136006	ENST00000424203
NR_103797	n/a
NR_106756	n/a
NM_000819	ENST00000381815
NM_032195	ENST00000381679,ENST00000300278,ENST00000436227,
NM_001291412	n/a
NM_001291411	n/a
NM_001697	ENST00000290299
NR_134561	n/a
NR_134559	n/a
NR_134558	n/a
NR_038883	ENST00000427447
NM_006933	ENST00000608209
NM_032476	ENST00000399312
NR_027267	ENST00000428914
NR_027266	ENST00000430922
NM_001282537	n/a
NM_172201	ENST00000290310
NM_058182	ENST00000399292
NM_001270404	ENST00000337385
NM_001285393	n/a
NM_001285392	n/a
NM_001270405	ENST00000432085
NM_001285391	n/a
NM_001127670	ENST00000399289
NM_001127669	ENST00000399289
NM_001331016	n/a
NM_000219	ENST00000337385
NM_203418	ENST00000381132,ENST00000492600,
NM_001127668	ENST00000432085
NM_001270403	ENST00000337385
NM_001270402	ENST00000337385
NM_001367348	n/a
NR_024351	ENST00000430635
NR_038886	ENST00000419921
NR_038885	ENST00000420877
NM_001122607	ENST00000358356,ENST00000469087,ENST00000486278,
NR_026812	n/a
NR_030414	ENST00000390235
NR_144547	n/a
NM_001286789	n/a
NM_001757	ENST00000439427,ENST00000290349,
NM_017438	ENST00000332131,ENST00000399215,
NM_001286752	n/a
NR_110419	n/a
NM_001007259	ENST00000399208
NM_001007261	n/a
NR_147887	n/a
NR_040087	ENST00000332131
NR_038894	ENST00000427491
NR_038893	ENST00000453159
NR_038892	ENST00000413862
NM_001236	ENST00000290354
NM_012130	ENST00000399139
NM_005441	ENST00000314103
NM_144492	ENST00000399137
NM_001146079	ENST00000399135
NM_005069	ENST00000290399
NM_009586	ENST00000430056
NM_001317777	n/a
NM_018962	ENST00000485272,ENST00000329553,
NM_001317768	n/a
NM_153682	ENST00000360525
NM_153681	ENST00000464265
NM_016430	n/a
NR_131189	n/a
NM_001320480	n/a
NR_026719	ENST00000454482
NM_001331021	n/a
NM_006052	ENST00000309117,
NM_001331022	n/a
NM_001331018	n/a
NR_046651	n/a
NR_026838	ENST00000465532
NR_026839	ENST00000478613
NR_026840	ENST00000357704
NR_026841	ENST00000400477
NR_026842	ENST00000478613
NR_027695	ENST00000432141
NM_001276436	ENST00000328656
NM_001276435	ENST00000328656
NM_170736	ENST00000328656
NM_170737	ENST00000398930
NM_001276437	ENST00000328656
NM_001276438	ENST00000398934
NM_001276439	ENST00000328656
NM_002243	ENST00000328656
NM_001256295	ENST00000360214
NR_027066	ENST00000429621
NR_027065	ENST00000429621
NR_109926	n/a
NM_005239	ENST00000360938
NR_120405	n/a
NR_109962	n/a
NM_003720	ENST00000331573
NM_001320795	n/a
NR_049728	ENST00000331573
NM_203433	ENST00000331573
NM_001261824	ENST00000331573
NM_004965	ENST00000380749
NM_001007246	ENST00000341322
NR_111942	n/a
NR_046655	ENST00000423274
NM_001001713	ENST00000380637
NM_007341	ENST00000333634
NM_152505	ENST00000380671,ENST00000358268,ENST00000485895,
NM_001317740	n/a
NR_106763	n/a
NM_001317742	n/a
NM_001317741	n/a
NR_026543	ENST00000329618
NR_026542	ENST00000380612
NM_006057	ENST00000380618
NM_033172	ENST00000380620,ENST00000343118,ENST00000380618,
NM_033171	ENST00000380618
NM_033170	ENST00000380618
NR_039917	ENST00000585040
NR_038900	ENST00000444046
NR_038899	ENST00000422749
NR_038898	ENST00000455354
NR_038896	ENST00000427451
NR_046774	ENST00000440363
NR_024100	ENST00000441268
NR_036167	ENST00000582241
NR_148920	n/a
NM_001144925	ENST00000398600
NM_001178046	ENST00000398598
NM_001282920	n/a
NM_002462	ENST00000398598
NM_002463	ENST00000330714,ENST00000482953,
NR_024367	ENST00000413718
NM_020639	ENST00000332512
NR_027272	ENST00000412102
NR_024028	ENST00000432830
NR_106872	n/a
NM_015500	ENST00000380486
NR_132773	n/a
NM_199050	ENST00000329623,ENST00000467074,
NM_001320731	n/a
NR_119384	n/a
NR_119385	n/a
NR_027273	ENST00000596595
NM_020727	ENST00000310826,
NM_001098402	ENST00000310826
NM_001098403	ENST00000398505,ENST00000398499,
NM_001320729	n/a
NR_027243	ENST00000329015
NM_003226	ENST00000291525
NM_005423	ENST00000291526
NM_001001895	ENST00000319294
NM_032404	ENST00000476848,ENST00000474596,ENST00000482761,ENST00000291532,
NM_003225	ENST00000291527
NM_001256317	ENST00000291532
NM_001243467	ENST00000319294,
NM_018961	ENST00000319294
NM_024022	n/a
NM_032405	ENST00000380399
NM_001320537	n/a
NR_135518	n/a
NR_131192	n/a
NM_018964	ENST00000398341,ENST00000352133,
NM_001260477	ENST00000492742,ENST00000398208,
NM_001260476	ENST00000476326
NM_033661	ENST00000330317
NM_001260475	ENST00000398208
NR_135517	n/a
NM_018669	ENST00000398208
NM_001260474	ENST00000398208
NR_048535	n/a
NM_021075	ENST00000460259,ENST00000354250,
NR_049889	n/a
NM_001001503	ENST00000340344
NM_001308491	n/a
NM_001320298	n/a
NM_001025203	ENST00000398137
NM_001321072	n/a
NM_001178008	ENST00000352178
NM_006758	ENST00000291552,ENST00000478282,
NM_000071	ENST00000398165
NR_133677	n/a
NM_001178009	ENST00000461686,ENST00000398165,ENST00000359624,
NM_001025204	ENST00000459639,ENST00000398137,
NM_000394	ENST00000291554
NM_001363766	n/a
NR_103713	n/a
NR_131902	n/a
NM_173354	ENST00000270162
NR_026863	ENST00000332440
NR_152722	n/a
NR_106718	n/a
NM_017445	n/a
NM_000100	ENST00000291568
NM_003681	ENST00000291565,ENST00000468090,
NM_001331030	n/a
NR_026961	ENST00000400385
NM_001320383	n/a
NM_005049	ENST00000291576
NM_004649	ENST00000291577
NM_001351709	n/a
NR_146631	n/a
NM_001320384	n/a
NM_198155	ENST00000291577
NR_135220	n/a
NM_001365759	n/a
NM_000383	ENST00000530812,ENST00000355347,
NM_013369	ENST00000270172
NR_135514	n/a
NM_001283050	n/a
NM_001283051	n/a
NM_001283052	n/a
NM_015259	ENST00000400379,
NM_175867	ENST00000270172
NM_001271440	ENST00000339818
NM_003307	ENST00000300482,ENST00000397928,ENST00000300482,ENST00000498430,
NM_001320351	n/a
NM_001320352	n/a
NM_001320350	n/a
NM_001271442	ENST00000339818
NR_109964	n/a
NR_047476	ENST00000426578
NR_038257	n/a
NM_001271441	ENST00000339818
NM_004928	ENST00000339818
NM_198694	ENST00000400372
NM_198693	ENST00000391621
NM_198691	ENST00000400375
NM_030891	ENST00000291592
NM_198696	ENST00000391620
NR_155204	n/a
NR_103707	n/a
NR_026547	ENST00000330490
NR_026548	ENST00000330490
NR_130165	n/a
NM_198687	ENST00000400374
NM_198699	ENST00000400365
NM_198698	ENST00000391618
NM_198697	ENST00000397907
NM_198695	ENST00000334662
NM_198692	ENST00000334670
NM_198689	n/a
NM_181688	ENST00000380095
NM_181686	ENST00000391617
NM_181684	ENST00000360770
NM_198690	ENST00000397911
NM_198688	ENST00000400368
NM_182688	ENST00000345496
NM_003343	ENST00000345496
NR_109928	n/a
NM_001286416	n/a
NM_001202489	ENST00000345496
NM_006936	ENST00000332859,
NM_001316986	n/a
NM_000211	ENST00000397850
NR_038315	ENST00000441379
NR_038314	ENST00000441379
NR_038313	ENST00000441379
NM_001286822	n/a
NM_001316988	n/a
NM_001316987	n/a
NR_038312	ENST00000441379
NM_001316985	n/a
NM_001316983	n/a
NM_001303238	n/a
NR_104597	n/a
NR_027128	ENST00000397841
NR_027129	ENST00000330551
NM_058190	ENST00000291634,ENST00000397826,
NR_038311	ENST00000441379
NR_038316	ENST00000441379
NM_004339	ENST00000330938
NM_001127491	ENST00000397852,ENST00000397850,ENST00000355153,
NM_001316984	n/a
NR_024089	ENST00000422199
NR_027292	ENST00000415143
NR_033840	ENST00000434081
NM_001346687	n/a
NR_004858	n/a
NR_148026	n/a
NR_103811	n/a
NR_026943	ENST00000400362
NM_015227	ENST00000334538,ENST00000331343,
NM_133635	ENST00000349485
NR_052004	ENST00000446475
NR_028082	ENST00000397787
NR_027498	ENST00000485206
NR_106873	n/a
NM_001352510	n/a
NM_001205206	ENST00000567670,ENST00000380010,
NM_001205207	ENST00000311124,
NM_194255	ENST00000311124
NR_146912	n/a
NM_001352512	n/a
NM_001352511	n/a
NR_038876	ENST00000380008
NR_109931	n/a
NM_001848	ENST00000361866,ENST00000498614,
NM_058174	ENST00000357838
NM_001320412	n/a
NM_001350598	n/a
NM_058175	ENST00000310645
NM_006657	ENST00000291670
NM_206965	ENST00000397746
NM_001849	ENST00000300527
NM_032261	ENST00000330205
NM_001145437	ENST00000457828
NR_145780	n/a
NM_001145436	ENST00000457828
NR_002776	ENST00000455567
NM_002340	ENST00000397728
NM_001001438	ENST00000397728
NM_003906	ENST00000467026,ENST00000496607,ENST00000291688,
NR_110567	n/a
NR_110566	n/a
NR_110565	n/a
NM_001142854	ENST00000291672
NM_001286462	n/a
NM_001286463	n/a
NM_001286477	n/a
NM_001286476	n/a
NM_058180	ENST00000397683,ENST00000291691,
NM_001353944	n/a
NR_046400	ENST00000442434
NM_001146115	ENST00000466639
NM_206890	ENST00000435722
NM_206889	ENST00000457905
NM_206891	ENST00000318711,
NM_006272	ENST00000291700
NM_001242866	ENST00000481861,ENST00000440086,ENST00000355680,ENST00000440086,ENST00000482508,
NM_001286678	n/a
NM_001286677	n/a
NM_001286676	n/a
NM_001535	ENST00000355680
NM_001242865	ENST00000334494
NM_001242864	ENST00000440086
NM_206962	ENST00000355680
NM_001255975	ENST00000332271
NM_001008496	ENST00000332271
NR_045648	ENST00000332271
NR_045649	ENST00000332271
NM_001352302	n/a
NR_133013	n/a
NM_001352300	n/a
NR_136571	n/a
NM_006440	ENST00000400521,ENST00000535882,
NM_005940	ENST00000215743
NM_001282512	n/a
NR_147957	n/a
NM_153050	ENST00000333027
NM_032608	ENST00000335473,ENST00000536101,ENST00000335473,ENST00000418374,
NM_032173	ENST00000332811
NM_001206998	ENST00000544604
NM_000343	ENST00000266088
NM_001318245	n/a
NR_110541	n/a
NM_001284278	n/a
NM_001284277	n/a
NR_146604	n/a
NM_012399	ENST00000335272,
NM_153051	ENST00000333027
NM_021090	ENST00000333027
NM_001256314	ENST00000266088
NM_001282661	n/a
NM_002473	ENST00000216181,
NM_020831	ENST00000407029,ENST00000355630,
NM_001318139	n/a
NR_110512	n/a
NR_110515	n/a
NM_001282662	n/a
NM_013236	ENST00000252934
NM_001017528	ENST00000336985
NM_198856	ENST00000262726,
NM_032311	ENST00000252115,
NM_001198721	ENST00000403581
NM_015366	ENST00000006251
NM_001278657	n/a
NM_001284303	n/a
NM_001284304	n/a
NR_104292	n/a
NM_001284305	n/a
NR_038944	ENST00000380981
NR_103820	n/a
NR_122046	n/a
NM_022785	ENST00000262726
NM_001167621	ENST00000252934
NM_178136	ENST00000252115
NM_001363052	n/a
NM_001017529	ENST00000336985
NM_001017530	ENST00000006251,ENST00000495017,
NM_014346	ENST00000337137,
NM_001282226	n/a
NM_001282225	n/a
NM_001318251	n/a
NM_175878	ENST00000331428,
NM_001282229	n/a
NM_001282228	n/a
NM_001282227	n/a
NM_001696	ENST00000253413
NM_001244569	ENST00000399774
NM_001193414	ENST00000330423,
NM_001136004	ENST00000429452
NM_001290046	n/a
NM_018943	ENST00000330423
NM_001039366	ENST00000253413
NM_001039367	ENST00000253413
NM_001244567	ENST00000317361
NR_136561	n/a
NM_001244570	ENST00000399767
NM_001196	ENST00000399774
NM_001290047	n/a
NM_001244572	ENST00000317361
NM_001122731	ENST00000444520,ENST00000414725,ENST00000429452,ENST00000207726,
NM_015241	ENST00000441493,
NM_197966	ENST00000317361
NM_197967	ENST00000399767,ENST00000317361,
NM_001835	ENST00000263200,
NM_003325	ENST00000263208,ENST00000340170,ENST00000263208,
NR_110533	n/a
NR_024159	ENST00000609630
NM_053004	ENST00000329517
NM_007098	ENST00000263200,
NM_005315	ENST00000086933
NM_001322174	n/a
NM_032775	ENST00000328879
NM_001322143	n/a
NM_001322146	n/a
NM_001322145	n/a
NM_001322144	n/a
NR_104275	n/a
NM_001322148	n/a
NM_001322163	n/a
NM_152906	ENST00000327374,ENST00000484373,ENST00000399807,
NM_001322141	n/a
NM_001283199	n/a
NM_001322150	n/a
NM_001322149	n/a
NM_001283215	n/a
NM_001283186	n/a
NM_001322153	n/a
NR_136572	n/a
NM_001283235	n/a
NM_001283248	n/a
NM_001322167	n/a
NM_001322166	n/a
NR_136211	n/a
NR_136212	n/a
NM_001322147	n/a
NM_001283179	n/a
NM_001283154	n/a
NM_001283106	n/a
NM_001283148	n/a
NM_001322171	n/a
NM_001322169	n/a
NM_001322155	n/a
NR_033825	ENST00000328879
NM_001322173	n/a
NM_001322172	n/a
NM_001322142	n/a
NM_001322160	n/a
NM_001322175	n/a
NM_001283129	n/a
NM_001283116	n/a
NR_104274	n/a
NR_136206	n/a
NM_058004	ENST00000255882,ENST00000485963,
NM_001351304	n/a
NM_004782	ENST00000215730
NR_003608	ENST00000422086
NM_001362863	n/a
NM_001362862	n/a
NM_014634	ENST00000407142,ENST00000263212,ENST00000397495,
NR_027293	ENST00000426066
NM_002745	ENST00000215832
NM_138957	ENST00000398822,
NM_014433	ENST00000216036,
NM_021574	ENST00000305877
NM_002073	ENST00000248996
NR_037839	ENST00000542510
NR_024448	ENST00000445682
NM_004327	ENST00000305877,
NM_015330	ENST00000314328
NM_012295	ENST00000263119
NM_001201429	ENST00000263119,
NM_001293814	n/a
NM_001293813	n/a
NM_001293812	n/a
NM_001293811	n/a
NM_001293810	n/a
NM_001293809	n/a
NM_001293808	n/a
NM_001293807	n/a
NR_103546	n/a
NR_024494	ENST00000447261
NM_000853	ENST00000248935
NM_001199281	ENST00000398319
NM_001145468	ENST00000437398
NM_016327	ENST00000415388
NM_001254732	ENST00000437398
NM_001254733	ENST00000314328
NR_003081	ENST00000448934
NM_001358664	n/a
NM_005160	ENST00000324198,
NM_001145206	ENST00000358431
NM_001098498	ENST00000400358
NM_001039948	ENST00000400358
NM_001098497	ENST00000400358,
NM_133454	ENST00000400358
NM_001362778	n/a
NM_001184773	ENST00000529632,ENST00000402979,
NM_001184775	ENST00000529632
NM_001184776	ENST00000529632
NM_001887	ENST00000215939
NM_001349903	n/a
NM_001349904	n/a
NM_001349901	n/a
NM_001349899	n/a
NM_001349898	n/a
NM_001349896	n/a
NM_001184774	ENST00000529632
NM_001184777	ENST00000529632,ENST00000403121,
NR_073135	ENST00000398145
NR_146312	n/a
NR_146314	n/a
NR_146316	n/a
NR_110543	n/a
NR_146313	n/a
NR_146315	n/a
NM_001349900	n/a
NM_001349902	n/a
NM_022081	ENST00000398145,ENST00000466781,
NM_152841	ENST00000398141
NM_021115	ENST00000529632
NM_001349905	n/a
NR_146311	n/a
NR_073136	ENST00000398141
NM_002430	ENST00000302326
NM_007194	ENST00000544772
NM_001349956	n/a
NM_145862	ENST00000348295,
NM_001145418	ENST00000397906
NM_001257387	ENST00000544772,ENST00000382578,ENST00000544772,
NM_001005735	ENST00000382580
NM_001267895	ENST00000334018,ENST00000404820,
NM_145730	ENST00000432560
NM_181825	ENST00000403999
NR_156186	n/a
NM_133455	ENST00000334018
NM_000268	ENST00000338641
NM_001003692	ENST00000397781
NM_032045	ENST00000327813,ENST00000400338,
NM_021076	ENST00000310624
NM_001166019	ENST00000432560
NM_016418	ENST00000338641
NM_019103	ENST00000397781
NM_001318129	n/a
NM_181832	ENST00000338641
NM_181831	ENST00000403999,ENST00000403435,
NM_181829	ENST00000338641
NM_181830	ENST00000338641
NM_181828	ENST00000338641
NM_181833	ENST00000338641,
NM_001127	ENST00000357586,
NM_001039570	ENST00000400335
NM_001282740	n/a
NM_001204204	ENST00000312932,ENST00000439838,
NM_033382	ENST00000405717
NM_001353441	n/a
NM_001291932	n/a
NM_001303257	n/a
NM_001282738	n/a
NM_001303256	n/a
NM_014941	ENST00000215862
NM_001329457	n/a
NM_001193336	ENST00000402034
NM_001353443	n/a
NM_001282739	n/a
NM_012429	ENST00000312932
NM_030758	ENST00000332585,ENST00000407373,ENST00000332585,ENST00000437268,ENST00000332585,
NM_001318371	n/a
NM_152510	ENST00000336726,ENST00000403975,
NM_001329458	n/a
NR_146296	n/a
NM_019843	ENST00000330125
NM_001164501	ENST00000397525
NM_001363852	n/a
NM_001363854	n/a
NM_001135825	ENST00000326132
NM_014775	ENST00000432498
NM_014662	ENST00000400249,ENST00000400248,
NM_001258327	ENST00000443326
NR_157126	n/a
NR_157128	n/a
NM_173566	ENST00000397493,ENST00000327423,
NM_001164502	ENST00000495101,ENST00000397525,ENST00000344710,
NM_001242897	ENST00000266091
NR_149128	n/a
NM_001258325	ENST00000432498
NR_024212	n/a
NM_001258326	ENST00000443326
NR_024209	n/a
NM_001364319	n/a
NM_001364320	n/a
NM_001136029	ENST00000382112
NM_001364318	n/a
NM_152267	ENST00000326132,
NR_024210	n/a
NR_024211	ENST00000326132
NM_001007467	ENST00000540643,ENST00000432498,
NM_001369901	n/a
NM_001369903	n/a
NM_001369902	n/a
NR_110988	n/a
NR_157125	n/a
NM_001242896	ENST00000400246,ENST00000266091,
NM_001369910	n/a
NM_001369908	n/a
NR_149072	n/a
NM_001369907	n/a
NM_014227	ENST00000266086
NM_133633	ENST00000358763
NM_003490	ENST00000358763
NM_001369909	n/a
NM_001135774	ENST00000358763
NM_001362951	n/a
NM_001362949	n/a
NM_001362953	n/a
NM_133642	ENST00000397394,ENST00000354992,ENST00000397394,
NM_004737	ENST00000354992
NR_138042	n/a
NR_126356	n/a
NM_001349996	n/a
NM_001082579	ENST00000405409
NM_001349982	n/a
NM_001349999	n/a
NM_002133	ENST00000216117
NM_001082578	ENST00000405409
NM_001031695	ENST00000405409
NM_001082577	ENST00000405409
NM_001349994	n/a
NM_001082576	ENST00000405409,
NM_001349983	n/a
NM_001349991	n/a
NM_001349989	n/a
NM_030641	ENST00000409652,
NM_001349992	n/a
NM_001349998	n/a
NM_001349997	n/a
NM_001349995	n/a
