gene	tx_id	gene_recovery	transcript_recovery	tx_perc_recovery	tx_rank
ANKS3	NM_001308089	6.0	1.0	16.666666666666664	1.0
ROGDI	NM_024589	17.0	9.0	52.94117647058824	1.0
UBN1	NM_001079514	2.0	1.0	50.0	1.0
UBN1	NM_001288656	2.0	1.0	50.0	1.0
ALG1	NM_019109	63.0	33.0	52.38095238095239	1.0
EEF2KMT	NM_001289029	3.0	1.0	33.33333333333333	1.0
EEF2KMT	NM_201598	3.0	1.0	33.33333333333333	1.0
EEF2KMT	NM_201400	3.0	1.0	33.33333333333333	1.0
RBFOX1	NM_145893	17.0	3.0	17.647058823529413	1.0
RBFOX1	NM_145891	17.0	3.0	17.647058823529413	1.0
RBFOX1	NM_145892	17.0	3.0	17.647058823529413	1.0
ABAT	NM_020686	30.0	10.0	33.33333333333333	1.0
ABAT	NM_000663	30.0	10.0	33.33333333333333	1.0
ABAT	NM_001127448	30.0	10.0	33.33333333333333	1.0
PMM2	NM_000303	44.0	44.0	100.0	1.0
USP7	NM_003470	5.0	1.0	20.0	1.0
USP7	NM_001321858	5.0	1.0	20.0	1.0
USP7	NR_135826	5.0	1.0	20.0	1.0
USP7	NM_001286457	5.0	1.0	20.0	1.0
USP7	NM_001286458	5.0	1.0	20.0	1.0
GRIN2A	NM_000833	164.0	55.0	33.53658536585366	1.0
GRIN2A	NM_001134407	164.0	55.0	33.53658536585366	1.0
EMP2	NM_001424	3.0	3.0	100.0	1.0
CIITA	NM_001286402	14.0	6.0	42.857142857142854	1.0
CIITA	NM_000246	14.0	6.0	42.857142857142854	1.0
LITAF	NR_024320	24.0	6.0	25.0	1.0
LITAF	NM_001136472	24.0	6.0	25.0	1.0
LITAF	NM_001136473	24.0	6.0	25.0	1.0
LITAF	NM_004862	24.0	6.0	25.0	1.0
ERCC4	NM_005236	11.0	11.0	100.0	1.0
PARN	NM_001134477	31.0	11.0	35.483870967741936	1.0
PARN	NM_002582	31.0	11.0	35.483870967741936	1.0
NDE1	NM_001143979	8.0	4.0	50.0	1.0
NDE1	NM_017668	8.0	4.0	50.0	1.0
MYH11	NM_002474	48.0	12.0	25.0	1.0
MYH11	NM_022844	48.0	12.0	25.0	1.0
MYH11	NM_001040114	48.0	12.0	25.0	1.0
MYH11	NM_001040113	48.0	12.0	25.0	1.0
ABCC6	NM_001171	293.0	279.0	95.22184300341297	1.0
XYLT1	NM_022166	10.0	10.0	100.0	1.0
LOC102723692	NR_135179	2.0	2.0	100.0	1.0
RPS15A	NM_001030009	2.0	1.0	50.0	1.0
RPS15A	NM_001019	2.0	1.0	50.0	1.0
ARL6IP1	NM_015161	4.0	2.0	50.0	1.0
ARL6IP1	NM_001313858	4.0	2.0	50.0	1.0
COQ7	NM_016138	2.0	1.0	50.0	1.0
COQ7	NM_001190983	2.0	1.0	50.0	1.0
UMOD	NM_001008389	102.0	34.0	33.33333333333333	1.0
UMOD	NM_003361	102.0	34.0	33.33333333333333	1.0
UMOD	NM_001278614	102.0	34.0	33.33333333333333	1.0
ZP2	NM_001290104	2.0	1.0	50.0	1.0
ZP2	NM_003460	2.0	1.0	50.0	1.0
CRYM	NM_001888	2.0	2.0	100.0	1.0
OTOA	NM_144672	20.0	7.0	35.0	1.0
OTOA	NM_001161683	20.0	7.0	35.0	1.0
UQCRC2	NM_003366	3.0	3.0	100.0	1.0
SCNN1G	NM_001039	4.0	4.0	100.0	1.0
SCNN1B	NM_000336	16.0	16.0	100.0	1.0
COG7	NM_153603	4.0	4.0	100.0	1.0
EARS2	NR_003501	33.0	11.0	33.33333333333333	1.0
EARS2	NM_001083614	33.0	11.0	33.33333333333333	1.0
EARS2	NM_001308211	33.0	11.0	33.33333333333333	1.0
PALB2	NM_024675	397.0	397.0	100.0	1.0
PRKCB	NM_002738	2.0	1.0	50.0	1.0
PRKCB	NM_212535	2.0	1.0	50.0	1.0
IL21R	NM_181079	9.0	3.0	33.33333333333333	1.0
IL21R	NM_181078	9.0	3.0	33.33333333333333	1.0
IL21R	NM_021798	9.0	3.0	33.33333333333333	1.0
GTF3C1	NM_001286242	2.0	1.0	50.0	1.0
GTF3C1	NM_001520	2.0	1.0	50.0	1.0
KIAA0556	NM_015202	2.0	2.0	100.0	1.0
CLN3	NM_001042432	323.0	57.0	17.647058823529413	1.0
CLN3	NM_000086	323.0	57.0	17.647058823529413	1.0
TUFM	NM_003321	6.0	6.0	100.0	1.0
ATP2A1	NM_004320	35.0	12.0	34.285714285714285	1.0
ATP2A1	NM_173201	35.0	12.0	34.285714285714285	1.0
CD19	NM_001178098	4.0	2.0	50.0	1.0
CD19	NM_001770	4.0	2.0	50.0	1.0
LAT	NM_001014989	12.0	3.0	25.0	1.0
LAT	NM_014387	12.0	3.0	25.0	1.0
LAT	NM_001014987	12.0	3.0	25.0	1.0
LAT	NM_001014988	12.0	3.0	25.0	1.0
KIF22	NM_001256269	12.0	4.0	33.33333333333333	1.0
KIF22	NM_007317	12.0	4.0	33.33333333333333	1.0
KIF22	NM_001256270	12.0	4.0	33.33333333333333	1.0
PRRT2	NM_001256443	131.0	45.0	34.35114503816794	1.0
ALDOA	NM_000034	10.0	2.0	20.0	1.0
ALDOA	NM_184043	10.0	2.0	20.0	1.0
ALDOA	NM_001127617	10.0	2.0	20.0	1.0
ALDOA	NM_001243177	10.0	2.0	20.0	1.0
ALDOA	NM_184041	10.0	2.0	20.0	1.0
TBX6	NM_004608	9.0	9.0	100.0	1.0
CORO1A	NM_001193333	8.0	4.0	50.0	1.0
CORO1A	NM_007074	8.0	4.0	50.0	1.0
FBRS	NM_001105079	2.0	2.0	100.0	1.0
SRCAP	NM_006662	17.0	17.0	100.0	1.0
PHKG2	NM_000294	24.0	12.0	50.0	1.0
PHKG2	NM_001172432	24.0	12.0	50.0	1.0
SETD1A	NM_014712	5.0	5.0	100.0	1.0
HSD3B7	NM_001142777	24.0	8.0	33.33333333333333	1.0
HSD3B7	NM_025193	24.0	8.0	33.33333333333333	1.0
HSD3B7	NM_001142778	24.0	8.0	33.33333333333333	1.0
STX1B	NM_052874	12.0	12.0	100.0	1.0
VKORC1	NM_024006	14.0	5.0	35.714285714285715	1.0
VKORC1	NM_001311311	14.0	5.0	35.714285714285715	1.0
BCKDK	NM_001122957	9.0	3.0	33.33333333333333	1.0
BCKDK	NM_005881	9.0	3.0	33.33333333333333	1.0
BCKDK	NM_001271926	9.0	3.0	33.33333333333333	1.0
FUS	NM_004960	80.0	20.0	25.0	1.0
FUS	NR_028388	80.0	20.0	25.0	1.0
FUS	NM_001170937	80.0	20.0	25.0	1.0
FUS	NM_001170634	80.0	20.0	25.0	1.0
COX6A2	NM_005205	2.0	2.0	100.0	1.0
ARMC5	NM_001288767	24.0	6.0	25.0	1.0
ARMC5	NM_001301820	24.0	6.0	25.0	1.0
ARMC5	NM_024742	24.0	6.0	25.0	1.0
ARMC5	NM_001105247	24.0	6.0	25.0	1.0
SLC5A2	NM_003041	16.0	10.0	62.5	1.0
C16orf58	NM_022744	1.0	1.0	100.0	1.0
VPS35	NM_018206	2.0	2.0	100.0	1.0
ORC6	NR_037620	10.0	5.0	50.0	1.0
ORC6	NM_014321	10.0	5.0	50.0	1.0
GPT2	NM_133443	6.0	4.0	66.66666666666666	1.0
PHKB	NM_001031835	12.0	6.0	50.0	1.0
PHKB	NM_000293	12.0	6.0	50.0	1.0
ZNF423	NM_001271620	23.0	8.0	34.78260869565217	1.0
ZNF423	NM_015069	23.0	8.0	34.78260869565217	1.0
BRD7	NM_013263	2.0	1.0	50.0	1.0
BRD7	NM_001173984	2.0	1.0	50.0	1.0
NOD2	NM_022162	26.0	13.0	50.0	1.0
NOD2	NM_001293557	26.0	13.0	50.0	1.0
CYLD	NM_015247	75.0	25.0	33.33333333333333	1.0
CYLD	NM_001042355	75.0	25.0	33.33333333333333	1.0
CYLD	NM_001042412	75.0	25.0	33.33333333333333	1.0
SALL1	NM_002968	62.0	31.0	50.0	1.0
SALL1	NM_001127892	62.0	31.0	50.0	1.0
RPGRIP1L	NM_015272	161.0	40.0	24.84472049689441	1.0
FTO	NM_001080432	3.0	3.0	100.0	1.0
IRX5	NM_005853	6.0	3.0	50.0	1.0
IRX5	NM_001252197	6.0	3.0	50.0	1.0
MMP2	NM_001302508	35.0	7.0	20.0	1.0
MMP2	NM_004530	35.0	7.0	20.0	1.0
MMP2	NM_001302510	35.0	7.0	20.0	1.0
MMP2	NM_001302509	35.0	7.0	20.0	1.0
MMP2	NM_001127891	35.0	7.0	20.0	1.0
SLC6A2	NM_001172501	4.0	1.0	25.0	1.0
SLC6A2	NM_001043	4.0	1.0	25.0	1.0
SLC6A2	NM_001172504	4.0	1.0	25.0	1.0
SLC6A2	NM_001172502	4.0	1.0	25.0	1.0
CES1	NM_001266	6.0	2.0	33.33333333333333	1.0
CES1	NM_001025194	6.0	2.0	33.33333333333333	1.0
CES1	NM_001025195	6.0	2.0	33.33333333333333	1.0
GNAO1	NM_020988	42.0	25.0	59.523809523809526	1.0
BBS2	NM_031885	30.0	30.0	100.0	1.0
NUP93	NM_014669	15.0	5.0	33.33333333333333	1.0
NUP93	NM_001242795	15.0	5.0	33.33333333333333	1.0
NUP93	NM_001242796	15.0	5.0	33.33333333333333	1.0
SLC12A3	NM_000339	162.0	54.0	33.33333333333333	1.0
SLC12A3	NM_001126108	162.0	54.0	33.33333333333333	1.0
SLC12A3	NM_001126107	162.0	54.0	33.33333333333333	1.0
CETP	NM_000078	2.0	1.0	50.0	1.0
CETP	NM_001286085	2.0	1.0	50.0	1.0
RSPRY1	NM_001305163	7.0	2.0	28.57142857142857	1.0
RSPRY1	NM_133368	7.0	2.0	28.57142857142857	1.0
RSPRY1	NM_001305164	7.0	2.0	28.57142857142857	1.0
ARL2BP	NM_012106	1.0	1.0	100.0	1.0
COQ9	NM_020312	1.0	1.0	100.0	1.0
ADGRG1	NM_001145774	280.0	27.0	9.642857142857144	1.0
ADGRG1	NM_001290144	280.0	27.0	9.642857142857144	1.0
KATNB1	NM_005886	5.0	5.0	100.0	1.0
CNGB1	NM_001286130	47.0	22.0	46.808510638297875	1.0
CNGB1	NM_001297	47.0	22.0	46.808510638297875	1.0
USB1	NM_001330568	69.0	18.0	26.08695652173913	1.0
USB1	NM_024598	69.0	18.0	26.08695652173913	1.0
GOT2	NM_001286220	8.0	4.0	50.0	1.0
GOT2	NM_002080	8.0	4.0	50.0	1.0
CDH11	NM_001330576	6.0	2.0	33.33333333333333	1.0
CDH11	NM_001797	6.0	2.0	33.33333333333333	1.0
CDH11	NM_001308392	6.0	2.0	33.33333333333333	1.0
TK2	NM_004614	214.0	29.0	13.551401869158877	1.0
TK2	NM_001271934	214.0	29.0	13.551401869158877	1.0
TK2	NR_073520	214.0	29.0	13.551401869158877	1.0
HSF4	NM_001040667	13.0	7.0	53.84615384615385	1.0
NOL3	NM_001276312	7.0	1.0	14.285714285714285	1.0
NOL3	NM_001276319	7.0	1.0	14.285714285714285	1.0
NOL3	NM_001276307	7.0	1.0	14.285714285714285	1.0
NOL3	NM_001276309	7.0	1.0	14.285714285714285	1.0
NOL3	NM_003946	7.0	1.0	14.285714285714285	1.0
NOL3	NM_001185057	7.0	1.0	14.285714285714285	1.0
NOL3	NM_001276311	7.0	1.0	14.285714285714285	1.0
KCTD19	NM_001100915	1.0	1.0	100.0	1.0
HSD11B2	NM_000196	10.0	10.0	100.0	1.0
CTCF	NM_006565	27.0	17.0	62.96296296296296	1.0
CARMIL2	NM_001013838	18.0	9.0	50.0	1.0
CARMIL2	NM_001317026	18.0	9.0	50.0	1.0
ACD	NM_022914	5.0	2.0	40.0	1.0
ACD	NM_001082486	5.0	2.0	40.0	1.0
THAP11	NM_020457	1.0	1.0	100.0	1.0
LCAT	NM_000229	18.0	18.0	100.0	1.0
SLC12A4	NM_001145962	5.0	1.0	20.0	1.0
SLC12A4	NM_001145961	5.0	1.0	20.0	1.0
SLC12A4	NM_005072	5.0	1.0	20.0	1.0
SLC12A4	NM_001145964	5.0	1.0	20.0	1.0
SLC12A4	NM_001145963	5.0	1.0	20.0	1.0
PRMT7	NM_019023	15.0	5.0	33.33333333333333	1.0
PRMT7	NM_001184824	15.0	5.0	33.33333333333333	1.0
PRMT7	NM_001290018	15.0	5.0	33.33333333333333	1.0
CDH3	NM_001317195	27.0	9.0	33.33333333333333	1.0
CDH3	NM_001793	27.0	9.0	33.33333333333333	1.0
CDH3	NM_001317196	27.0	9.0	33.33333333333333	1.0
CDH1	NM_001317185	487.0	128.0	26.283367556468175	1.0
COG8	NM_032382	4.0	4.0	100.0	1.0
NQO1	NM_001286137	4.0	1.0	25.0	1.0
NQO1	NM_001025434	4.0	1.0	25.0	1.0
NQO1	NM_001025433	4.0	1.0	25.0	1.0
NQO1	NM_000903	4.0	1.0	25.0	1.0
MIR140	NR_029681	1.0	1.0	100.0	1.0
AARS	NM_001605	8.0	8.0	100.0	1.0
FUK	NM_145059	1.0	1.0	100.0	1.0
COG4	NM_015386	19.0	10.0	52.63157894736842	1.0
MTSS1L	NM_138383	1.0	1.0	100.0	1.0
VAC14	NM_018052	3.0	3.0	100.0	1.0
HYDIN	NM_001270974	7.0	4.0	57.14285714285714	1.0
TAT	NM_000353	15.0	11.0	73.33333333333333	1.0
DHODH	NM_001361	6.0	6.0	100.0	1.0
DHX38	NM_014003	1.0	1.0	100.0	1.0
PMFBP1	NM_001160213	10.0	5.0	50.0	1.0
PMFBP1	NM_031293	10.0	5.0	50.0	1.0
ZFHX3	NM_001164766	6.0	3.0	50.0	1.0
ZFHX3	NM_006885	6.0	3.0	50.0	1.0
RFWD3	NM_018124	2.0	2.0	100.0	1.0
FA2H	NM_024306	15.0	15.0	100.0	1.0
CHST6	NM_021615	9.0	9.0	100.0	1.0
TMEM231	NM_001077416	13.0	5.0	38.46153846153847	1.0
KARS	NM_005548	16.0	8.0	50.0	1.0
KARS	NM_001130089	16.0	8.0	50.0	1.0
ADAMTS18	NM_199355	8.0	4.0	50.0	1.0
ADAMTS18	NM_001326358	8.0	4.0	50.0	1.0
WWOX	NM_016373	50.0	17.0	34.0	1.0
MAF	NM_005360	36.0	18.0	50.0	1.0
MAF	NM_001031804	36.0	18.0	50.0	1.0
GCSH	NR_033249	4.0	2.0	50.0	1.0
GCSH	NM_004483	4.0	2.0	50.0	1.0
BCO1	NM_017429	1.0	1.0	100.0	1.0
GAN	NM_022041	12.0	12.0	100.0	1.0
PLCG2	NM_002661	4.0	4.0	100.0	1.0
MLYCD	NM_012213	10.0	10.0	100.0	1.0
SLC38A8	NM_001080442	9.0	9.0	100.0	1.0
MBTPS1	NM_003791	2.0	2.0	100.0	1.0
DNAAF1	NM_178452	26.0	16.0	61.53846153846154	1.0
IRF8	NM_002163	3.0	3.0	100.0	1.0
FOXF1	NM_001451	8.0	8.0	100.0	1.0
FOXC2	NM_005251	28.0	23.0	82.14285714285714	1.0
FBXO31	NM_001282683	2.0	1.0	50.0	1.0
FBXO31	NM_024735	2.0	1.0	50.0	1.0
CA5A	NM_001739	4.0	4.0	100.0	1.0
ZNF469	NM_001127464	32.0	32.0	100.0	1.0
CYBA	NM_000101	15.0	15.0	100.0	1.0
MVD	NM_002461	2.0	2.0	100.0	1.0
PIEZO1	NM_001142864	21.0	21.0	100.0	1.0
LOC100289580	NR_103774	1.0	1.0	100.0	1.0
CDT1	NM_030928	4.0	4.0	100.0	1.0
APRT	NM_000485	13.0	8.0	61.53846153846154	1.0
GALNS	NM_001323544	141.0	48.0	34.04255319148936	1.0
GALNS	NM_000512	141.0	48.0	34.04255319148936	1.0
TRAPPC2L	NR_134671	11.0	1.0	9.090909090909092	1.0
TRAPPC2L	NM_001318524	11.0	1.0	9.090909090909092	1.0
TRAPPC2L	NM_016209	11.0	1.0	9.090909090909092	1.0
TRAPPC2L	NM_001318525	11.0	1.0	9.090909090909092	1.0
TRAPPC2L	NM_001318527	11.0	1.0	9.090909090909092	1.0
TRAPPC2L	NM_001318529	11.0	1.0	9.090909090909092	1.0
TRAPPC2L	NM_001318532	11.0	1.0	9.090909090909092	1.0
TRAPPC2L	NR_134670	11.0	1.0	9.090909090909092	1.0
TRAPPC2L	NM_001318528	11.0	1.0	9.090909090909092	1.0
TRAPPC2L	NM_001318530	11.0	1.0	9.090909090909092	1.0
TRAPPC2L	NM_001318526	11.0	1.0	9.090909090909092	1.0
ACSF3	NR_104293	100.0	20.0	20.0	1.0
ACSF3	NM_001243279	100.0	20.0	20.0	1.0
ACSF3	NM_001127214	100.0	20.0	20.0	1.0
ACSF3	NM_174917	100.0	20.0	20.0	1.0
CDH15	NM_004933	2.0	2.0	100.0	1.0
ANKRD11	NM_001256183	371.0	122.0	32.88409703504043	1.0
ANKRD11	NM_013275	371.0	122.0	32.88409703504043	1.0
ANKRD11	NM_001256182	371.0	122.0	32.88409703504043	1.0
SPG7	NM_003119	57.0	38.0	66.66666666666666	1.0
RPL13	NM_000977	4.0	1.0	25.0	1.0
RPL13	NM_001243131	4.0	1.0	25.0	1.0
RPL13	NM_001243130	4.0	1.0	25.0	1.0
RPL13	NM_033251	4.0	1.0	25.0	1.0
CHMP1A	NM_001083314	9.0	3.0	33.33333333333333	1.0
CHMP1A	NM_002768	9.0	3.0	33.33333333333333	1.0
CHMP1A	NR_046418	9.0	3.0	33.33333333333333	1.0
CDK10	NM_052988	14.0	3.0	21.428571428571427	1.0
CDK10	NM_001160367	14.0	3.0	21.428571428571427	1.0
CDK10	NM_001098533	14.0	3.0	21.428571428571427	1.0
ZNF276	NM_152287	114.0	25.0	21.929824561403507	1.0
ZNF276	NM_001113525	114.0	25.0	21.929824561403507	1.0
FANCA	NM_000135	258.0	116.0	44.96124031007752	1.0
FANCA	NM_001286167	258.0	116.0	44.96124031007752	1.0
MC1R	NM_002386	3.0	3.0	100.0	1.0
TUBB3	NM_001197181	50.0	25.0	50.0	1.0
TUBB3	NM_006086	50.0	25.0	50.0	1.0
GAS8	NM_001286209	12.0	3.0	25.0	1.0
GAS8	NM_001286205	12.0	3.0	25.0	1.0
GAS8	NM_001286208	12.0	3.0	25.0	1.0
GAS8	NM_001481	12.0	3.0	25.0	1.0
URAHP	NR_027335	1.0	1.0	100.0	1.0
VPS53	NM_001128159	4.0	2.0	50.0	1.0
VPS53	NM_018289	4.0	2.0	50.0	1.0
NXN	NM_022463	4.0	2.0	50.0	1.0
NXN	NM_001205319	4.0	2.0	50.0	1.0
BHLHA9	NM_001164405	4.0	4.0	100.0	1.0
INPP5K	NM_016532	21.0	7.0	33.33333333333333	1.0
INPP5K	NM_130766	21.0	7.0	33.33333333333333	1.0
INPP5K	NM_001135642	21.0	7.0	33.33333333333333	1.0
PRPF8	NM_006445	11.0	11.0	100.0	1.0
WDR81	NM_001163809	14.0	7.0	50.0	1.0
SERPINF2	NM_001165921	9.0	3.0	33.33333333333333	1.0
SERPINF2	NM_000934	9.0	3.0	33.33333333333333	1.0
SERPINF2	NM_001165920	9.0	3.0	33.33333333333333	1.0
SERPINF1	NM_002615	22.0	6.0	27.27272727272727	1.0
SERPINF1	NM_001329904	22.0	6.0	27.27272727272727	1.0
SERPINF1	NM_001329903	22.0	6.0	27.27272727272727	1.0
DPH1	NR_144476	7.0	1.0	14.285714285714285	1.0
DPH1	NR_144474	7.0	1.0	14.285714285714285	1.0
DPH1	NM_001383	7.0	1.0	14.285714285714285	1.0
DPH1	NM_001346574	7.0	1.0	14.285714285714285	1.0
DPH1	NR_144475	7.0	1.0	14.285714285714285	1.0
DPH1	NM_001346575	7.0	1.0	14.285714285714285	1.0
DPH1	NM_001346576	7.0	1.0	14.285714285714285	1.0
PAFAH1B1	NM_000430	89.0	89.0	100.0	1.0
ASPA	NM_001128085	78.0	39.0	50.0	1.0
ASPA	NM_000049	78.0	39.0	50.0	1.0
TRPV3	NM_145068	14.0	7.0	50.0	1.0
TRPV3	NM_001258205	14.0	7.0	50.0	1.0
CTNS	NM_004937	95.0	48.0	50.526315789473685	1.0
P2RX5	NR_037928	1.0	1.0	100.0	1.0
TAX1BP3	NM_014604	1.0	1.0	100.0	1.0
SPNS2	NM_001124758	1.0	1.0	100.0	1.0
ZMYND15	NM_001267822	3.0	1.0	33.33333333333333	1.0
ZMYND15	NM_001136046	3.0	1.0	33.33333333333333	1.0
ZMYND15	NM_032265	3.0	1.0	33.33333333333333	1.0
CHRNE	NM_000080	48.0	48.0	100.0	1.0
C17orf107	NM_001145536	29.0	29.0	100.0	1.0
GP1BA	NM_000173	16.0	16.0	100.0	1.0
SLC25A11	NM_001165417	14.0	5.0	35.714285714285715	1.0
SLC25A11	NM_003562	14.0	5.0	35.714285714285715	1.0
PFN1	NM_005022	5.0	5.0	100.0	1.0
ENO3	NM_001976	6.0	2.0	33.33333333333333	1.0
ENO3	NM_053013	6.0	2.0	33.33333333333333	1.0
ENO3	NM_001193503	6.0	2.0	33.33333333333333	1.0
KIF1C	NM_006612	5.0	5.0	100.0	1.0
NUP88	NM_002532	6.0	3.0	50.0	1.0
NUP88	NM_001320653	6.0	3.0	50.0	1.0
C1QBP	NM_001212	6.0	6.0	100.0	1.0
NLRP1	NM_001033053	20.0	4.0	20.0	1.0
NLRP1	NM_033007	20.0	4.0	20.0	1.0
NLRP1	NM_033006	20.0	4.0	20.0	1.0
NLRP1	NM_014922	20.0	4.0	20.0	1.0
NLRP1	NM_033004	20.0	4.0	20.0	1.0
AIPL1	NM_001285400	73.0	10.0	13.698630136986301	1.0
AIPL1	NM_001285399	73.0	10.0	13.698630136986301	1.0
AIPL1	NM_014336	73.0	10.0	13.698630136986301	1.0
AIPL1	NM_001285402	73.0	10.0	13.698630136986301	1.0
PITPNM3	NM_001165966	2.0	1.0	50.0	1.0
PITPNM3	NM_031220	2.0	1.0	50.0	1.0
KIAA0753	NM_014804	9.0	9.0	100.0	1.0
SLC13A5	NM_001284510	48.0	13.0	27.083333333333332	1.0
SLC13A5	NM_001284509	48.0	13.0	27.083333333333332	1.0
SLC13A5	NM_177550	48.0	13.0	27.083333333333332	1.0
DLG4	NM_001321074	51.0	9.0	17.647058823529413	1.0
DLG4	NR_135527	51.0	9.0	17.647058823529413	1.0
DLG4	NM_001365	51.0	9.0	17.647058823529413	1.0
ACADVL	NM_001270448	295.0	76.0	25.76271186440678	1.0
TMEM256	NM_152766	1.0	1.0	100.0	1.0
CHRNB1	NM_000747	6.0	6.0	100.0	1.0
POLR2A	NM_000937	5.0	5.0	100.0	1.0
MPDU1	NM_001330073	18.0	6.0	33.33333333333333	1.0
MPDU1	NM_004870	18.0	6.0	33.33333333333333	1.0
MPDU1	NR_024603	18.0	6.0	33.33333333333333	1.0
TP53	NM_001126118	5455.0	397.0	7.277726856095325	1.0
WRAP53	NM_001143990	20.0	5.0	25.0	1.0
WRAP53	NM_001143991	20.0	5.0	25.0	1.0
WRAP53	NM_018081	20.0	5.0	25.0	1.0
WRAP53	NM_001143992	20.0	5.0	25.0	1.0
CHD3	NM_001005271	60.0	20.0	33.33333333333333	1.0
CHD3	NM_001005273	60.0	20.0	33.33333333333333	1.0
CHD3	NM_005852	60.0	20.0	33.33333333333333	1.0
GUCY2D	NM_000180	32.0	32.0	100.0	1.0
ALOX12B	NM_001139	25.0	25.0	100.0	1.0
ALOXE3	NM_001165960	32.0	16.0	50.0	1.0
ALOXE3	NM_021628	32.0	16.0	50.0	1.0
HES7	NM_032580	10.0	5.0	50.0	1.0
HES7	NM_001165967	10.0	5.0	50.0	1.0
TMEM107	NM_183065	14.0	7.0	50.0	1.0
TMEM107	NM_032354	14.0	7.0	50.0	1.0
SNORD118	NR_033294	3.0	3.0	100.0	1.0
AURKB	NM_001313955	11.0	1.0	9.090909090909092	1.0
AURKB	NM_001256834	11.0	1.0	9.090909090909092	1.0
AURKB	NM_001313952	11.0	1.0	9.090909090909092	1.0
AURKB	NM_001313950	11.0	1.0	9.090909090909092	1.0
AURKB	NR_132730	11.0	1.0	9.090909090909092	1.0
AURKB	NM_004217	11.0	1.0	9.090909090909092	1.0
AURKB	NM_001313954	11.0	1.0	9.090909090909092	1.0
AURKB	NM_001284526	11.0	1.0	9.090909090909092	1.0
AURKB	NM_001313951	11.0	1.0	9.090909090909092	1.0
AURKB	NM_001313953	11.0	1.0	9.090909090909092	1.0
AURKB	NR_132731	11.0	1.0	9.090909090909092	1.0
CTC1	NM_025099	44.0	23.0	52.27272727272727	1.0
ARHGEF15	NM_173728	2.0	1.0	50.0	1.0
ARHGEF15	NM_025014	2.0	1.0	50.0	1.0
RPL26	NM_000987	3.0	1.0	33.33333333333333	1.0
RPL26	NM_001315531	3.0	1.0	33.33333333333333	1.0
RPL26	NM_001315530	3.0	1.0	33.33333333333333	1.0
MYH10	NM_005964	6.0	2.0	33.33333333333333	1.0
MYH10	NM_001256095	6.0	2.0	33.33333333333333	1.0
MYH10	NM_001256012	6.0	2.0	33.33333333333333	1.0
PIK3R5	NM_001251852	6.0	1.0	16.666666666666664	1.0
PIK3R5	NM_001251855	6.0	1.0	16.666666666666664	1.0
PIK3R5	NM_001251853	6.0	1.0	16.666666666666664	1.0
PIK3R5	NM_001142633	6.0	1.0	16.666666666666664	1.0
PIK3R5	NM_001251851	6.0	1.0	16.666666666666664	1.0
PIK3R5	NM_014308	6.0	1.0	16.666666666666664	1.0
NTN1	NM_004822	3.0	3.0	100.0	1.0
MYH8	NM_002472	1.0	1.0	100.0	1.0
MYH2	NM_017534	40.0	20.0	50.0	1.0
MYH2	NM_001100112	40.0	20.0	50.0	1.0
MYH3	NM_002470	27.0	27.0	100.0	1.0
SCO1	NM_004589	5.0	5.0	100.0	1.0
DNAH9	NM_001372	5.0	4.0	80.0	1.0
MYOCD	NM_001146312	6.0	3.0	50.0	1.0
MYOCD	NM_153604	6.0	3.0	50.0	1.0
ELAC2	NM_001165962	33.0	11.0	33.33333333333333	1.0
ELAC2	NM_173717	33.0	11.0	33.33333333333333	1.0
ELAC2	NM_018127	33.0	11.0	33.33333333333333	1.0
COX10	NM_001303	8.0	8.0	100.0	1.0
PMP22	NM_001281456	233.0	32.0	13.733905579399142	1.0
PMP22	NM_000304	233.0	32.0	13.733905579399142	1.0
PMP22	NM_153321	233.0	32.0	13.733905579399142	1.0
PMP22	NM_001281455	233.0	32.0	13.733905579399142	1.0
PMP22	NM_153322	233.0	32.0	13.733905579399142	1.0
TTC19	NM_001271420	22.0	11.0	50.0	1.0
TTC19	NM_017775	22.0	11.0	50.0	1.0
NCOR1	NM_006311	3.0	1.0	33.33333333333333	1.0
NCOR1	NM_001190440	3.0	1.0	33.33333333333333	1.0
NCOR1	NM_001190438	3.0	1.0	33.33333333333333	1.0
PIGL	NM_004278	5.0	5.0	100.0	1.0
TNFRSF13B	NM_012452	10.0	10.0	100.0	1.0
FLCN	NM_144997	190.0	130.0	68.42105263157895	1.0
RAI1	NM_030665	31.0	31.0	100.0	1.0
ATPAF2	NM_145691	2.0	2.0	100.0	1.0
MYO15A	NM_016239	89.0	89.0	100.0	1.0
TOP3A	NM_004618	11.0	6.0	54.54545454545454	1.0
GRAP	NM_006613	1.0	1.0	100.0	1.0
B9D1	NM_001243473	34.0	5.0	14.705882352941178	1.0
B9D1	NM_015681	34.0	5.0	14.705882352941178	1.0
B9D1	NM_001321214	34.0	5.0	14.705882352941178	1.0
B9D1	NM_001321215	34.0	5.0	14.705882352941178	1.0
MAPK7	NM_139033	12.0	3.0	25.0	1.0
MAPK7	NM_139032	12.0	3.0	25.0	1.0
MAPK7	NM_002749	12.0	3.0	25.0	1.0
MAPK7	NM_139034	12.0	3.0	25.0	1.0
ALDH3A2	NM_000382	102.0	51.0	50.0	1.0
ALDH3A2	NM_001031806	102.0	51.0	50.0	1.0
ULK2	NM_001142610	2.0	1.0	50.0	1.0
ULK2	NM_014683	2.0	1.0	50.0	1.0
