tx_id	gene	gene_recovery	transcript_recovery	tx_perc_recovery
NR_135552	PSTPIP1	16.0	1.0	6.25
NM_001301186	LINGO1	24.0	2.0	8.333333333333332
NM_001301187	LINGO1	24.0	2.0	8.333333333333332
NM_001301189	LINGO1	24.0	2.0	8.333333333333332
NM_001301194	LINGO1	24.0	2.0	8.333333333333332
NM_001301192	LINGO1	24.0	2.0	8.333333333333332
NM_001301191	LINGO1	24.0	2.0	8.333333333333332
NM_001301195	LINGO1	24.0	2.0	8.333333333333332
NM_001301197	LINGO1	24.0	2.0	8.333333333333332
NM_001301198	LINGO1	24.0	2.0	8.333333333333332
NM_001301199	LINGO1	24.0	2.0	8.333333333333332
NM_001301200	LINGO1	24.0	2.0	8.333333333333332
NM_032808	LINGO1	24.0	2.0	8.333333333333332
NR_045123	LINGO1	24.0	0.0	0.0
NR_120361	LINGO1	24.0	0.0	0.0
NR_120362	LINGO1	24.0	0.0	0.0
NM_001271889	CIB2	22.0	4.0	18.181818181818183
NM_001271888	CIB2	22.0	5.0	22.727272727272727
NR_125435	CIB2	22.0	4.0	18.181818181818183
NM_001301224	CIB2	22.0	4.0	18.181818181818183
NM_006383	CIB2	22.0	5.0	22.727272727272727
NM_004136	IREB2	6.0	2.0	33.33333333333333
NM_001320941	IREB2	6.0	2.0	33.33333333333333
NM_001320943	IREB2	6.0	0.0	0.0
NM_001320942	IREB2	6.0	2.0	33.33333333333333
NM_001199760	ST20	2.0	2.0	100.0
NM_001199758	MTHFS	8.0	2.0	25.0
NM_006441	MTHFS	8.0	3.0	37.5
NR_037654	MTHFS	8.0	3.0	37.5
NR_037652	ST20	2.0	0.0	0.0
NR_037653	ST20	2.0	0.0	0.0
NM_001199757	ST20	2.0	0.0	0.0
NM_001100880	ST20	2.0	0.0	0.0
NM_001100879	ST20	2.0	0.0	0.0
NR_028330	ST20	2.0	0.0	0.0
NM_000137	FAH	30.0	30.0	100.0
NM_001040610	EFL1	5.0	1.0	20.0
NM_001322844	EFL1	5.0	1.0	20.0
NM_024580	EFL1	5.0	1.0	20.0
NR_136410	EFL1	5.0	1.0	20.0
NM_001322845	EFL1	5.0	1.0	20.0
NM_001021	RPS17	9.0	3.0	33.33333333333333
NR_111944	RPS17	9.0	3.0	33.33333333333333
NR_111943	RPS17	9.0	3.0	33.33333333333333
NM_001278511	AP3B2	12.0	4.0	33.33333333333333
NM_004644	AP3B2	12.0	4.0	33.33333333333333
NM_001278512	AP3B2	12.0	4.0	33.33333333333333
NM_004839	HOMER2	2.0	1.0	50.0
NM_199330	HOMER2	2.0	1.0	50.0
NR_130947	WDR73	64.0	12.0	18.75
NM_032856	WDR73	64.0	13.0	20.3125
NR_130945	WDR73	64.0	13.0	20.3125
NR_130946	WDR73	64.0	13.0	20.3125
NR_130944	WDR73	64.0	13.0	20.3125
NM_020778	ALPK3	15.0	15.0	100.0
NM_152336	AGBL1	2.0	2.0	100.0
NR_046012	AGBL1	2.0	0.0	0.0
NM_013227	ACAN	44.0	22.0	50.0
NM_001135	ACAN	44.0	22.0	50.0
NM_000326	RLBP1	8.0	8.0	100.0
NM_001113378	FANCI	25.0	13.0	52.0
NM_018193	FANCI	25.0	12.0	48.0
NM_001126131	POLG	230.0	115.0	50.0
NM_002693	POLG	230.0	115.0	50.0
NM_198525	KIF7	23.0	23.0	100.0
NM_001145311	PLIN1	2.0	1.0	50.0
NM_002666	PLIN1	2.0	1.0	50.0
NM_020212	WDR93	3.0	1.0	33.33333333333333
NM_001284395	WDR93	3.0	1.0	33.33333333333333
NM_001284396	WDR93	3.0	1.0	33.33333333333333
NM_001039958	MESP2	19.0	19.0	100.0
NM_001290114	IDH2	18.0	6.0	33.33333333333333
NM_002168	IDH2	18.0	6.0	33.33333333333333
NM_001289910	IDH2	18.0	6.0	33.33333333333333
NM_001287246	BLM	368.0	95.0	25.815217391304344
NM_001287248	BLM	368.0	96.0	26.08695652173913
NM_000057	BLM	368.0	95.0	25.815217391304344
NM_001287247	BLM	368.0	82.0	22.282608695652172
NM_001289148	VPS33B	35.0	11.0	31.428571428571427
NM_001289149	VPS33B	35.0	12.0	34.285714285714285
NM_018668	VPS33B	35.0	12.0	34.285714285714285
NM_001271	CHD2	99.0	76.0	76.76767676767676
NM_001042572	CHD2	99.0	23.0	23.232323232323232
NR_125738	NR2F2	24.0	0.0	0.0
NR_102743	NR2F2	24.0	0.0	0.0
NR_102744	NR2F2	24.0	0.0	0.0
NM_001145155	NR2F2	24.0	5.0	20.833333333333336
NM_021005	NR2F2	24.0	9.0	37.5
NM_001145156	NR2F2	24.0	5.0	20.833333333333336
NM_001145157	NR2F2	24.0	5.0	20.833333333333336
NM_000875	IGF1R	38.0	19.0	50.0
NM_001291858	IGF1R	38.0	19.0	50.0
NM_001171894	MEF2A	12.0	2.0	16.666666666666664
NM_001319206	MEF2A	12.0	2.0	16.666666666666664
NM_005587	MEF2A	12.0	2.0	16.666666666666664
NM_001130926	MEF2A	12.0	2.0	16.666666666666664
NM_001130927	MEF2A	12.0	2.0	16.666666666666664
NM_001130928	MEF2A	12.0	2.0	16.666666666666664
NM_139057	ADAMTS17	3.0	3.0	100.0
NR_120374	CERS3	8.0	0.0	0.0
NM_178842	CERS3	8.0	2.0	25.0
NM_001290343	CERS3	8.0	2.0	25.0
NM_001290341	CERS3	8.0	2.0	25.0
NM_001290342	CERS3	8.0	2.0	25.0
NM_001040616	LINS1	6.0	6.0	100.0
NM_000693	ALDH1A3	14.0	7.0	50.0
NM_001293815	ALDH1A3	14.0	7.0	50.0
NR_135827	LOC101927751	6.0	2.0	33.33333333333333
NR_135828	LOC101927751	6.0	2.0	33.33333333333333
NR_135831	LOC101927751	6.0	2.0	33.33333333333333
NM_024652	LRRK1	1.0	1.0	100.0
NM_014918	CHSY1	4.0	4.0	100.0
NM_001077350	NPRL3	81.0	17.0	20.98765432098765
NM_001243247	NPRL3	81.0	17.0	20.98765432098765
NM_001243248	NPRL3	81.0	16.0	19.753086419753085
NM_001039476	NPRL3	81.0	15.0	18.51851851851852
NM_001243249	NPRL3	81.0	16.0	19.753086419753085
NM_000517	HBA2	34.0	34.0	100.0
NM_000558	HBA1	9.0	9.0	100.0
NM_004204	PIGQ	2.0	1.0	50.0
NM_148920	PIGQ	2.0	1.0	50.0
NM_001293197	STUB1	30.0	15.0	50.0
NM_005861	STUB1	30.0	15.0	50.0
NM_001323922	JMJD8	64.0	8.0	12.5
NM_001323920	JMJD8	64.0	8.0	12.5
NR_136652	JMJD8	64.0	8.0	12.5
NM_001323919	JMJD8	64.0	8.0	12.5
NM_001323918	JMJD8	64.0	8.0	12.5
NR_136650	JMJD8	64.0	8.0	12.5
NR_136651	JMJD8	64.0	8.0	12.5
NM_001005920	JMJD8	64.0	8.0	12.5
NR_033645	LMF1	6.0	2.0	33.33333333333333
NM_022773	LMF1	6.0	2.0	33.33333333333333
NR_033646	LMF1	6.0	2.0	33.33333333333333
NR_036442	LMF1	6.0	0.0	0.0
NR_110945	LMF1	6.0	0.0	0.0
NR_110946	LMF1	6.0	0.0	0.0
NM_021098	CACNA1H	12.0	6.0	50.0
NM_001005407	CACNA1H	12.0	6.0	50.0
NM_032520	GNPTG	19.0	19.0	100.0
NM_001114331	CLCN7	22.0	11.0	50.0
NM_001287	CLCN7	22.0	11.0	50.0
NM_016111	TELO2	4.0	4.0	100.0
NM_014714	IFT140	31.0	31.0	100.0
NM_001318852	MAPK8IP3	15.0	5.0	33.33333333333333
NM_015133	MAPK8IP3	15.0	5.0	33.33333333333333
NM_001040439	MAPK8IP3	15.0	5.0	33.33333333333333
NM_023936	MRPS34	2.0	1.0	50.0
NM_001300900	MRPS34	2.0	1.0	50.0
NR_027389	IGFALS	18.0	6.0	33.33333333333333
NM_004970	IGFALS	18.0	6.0	33.33333333333333
NM_001146006	IGFALS	18.0	6.0	33.33333333333333
NM_001163560	MEIOB	2.0	1.0	50.0
NM_152764	MEIOB	2.0	1.0	50.0
NM_005262	GFER	7.0	7.0	100.0
NM_001318194	NTHL1	33.0	11.0	33.33333333333333
NM_001318193	NTHL1	33.0	7.0	21.21212121212121
NM_002528	NTHL1	33.0	15.0	45.45454545454545
NM_000548	TSC2	2138.0	312.0	14.593077642656688
NM_001114382	TSC2	2138.0	311.0	14.546304957904585
NM_001077183	TSC2	2138.0	310.0	14.499532273152479
NM_001318827	TSC2	2138.0	305.0	14.265668849391954
NM_001318831	TSC2	2138.0	290.0	13.564078578110383
NM_001318829	TSC2	2138.0	300.0	14.03180542563143
NM_001318832	TSC2	2138.0	310.0	14.499532273152479
NM_000296	PKD1	608.0	304.0	50.0
NM_001009944	PKD1	608.0	304.0	50.0
NR_030646	MIR1225	2.0	2.0	100.0
NR_135175	LOC105371049	8.0	8.0	100.0
NM_032271	TRAF7	4.0	4.0	100.0
NM_001089	ABCA3	7.0	7.0	100.0
NM_001199107	TBC1D24	73.0	37.0	50.68493150684932
NM_020705	TBC1D24	73.0	36.0	49.31506849315068
NM_024339	THOC6	31.0	8.0	25.806451612903224
NM_001142350	THOC6	31.0	7.0	22.58064516129032
NM_001347704	THOC6	31.0	8.0	25.806451612903224
NM_001347703	THOC6	31.0	8.0	25.806451612903224
NM_001198536	MEFV	44.0	20.0	45.45454545454545
NM_000243	MEFV	44.0	24.0	54.54545454545454
NM_001330454	CLUAP1	8.0	3.0	37.5
NM_015041	CLUAP1	8.0	3.0	37.5
NM_024793	CLUAP1	8.0	2.0	25.0
NM_032444	SLX4	13.0	13.0	100.0
NM_001079846	CREBBP	290.0	143.0	49.310344827586206
NM_004380	CREBBP	290.0	147.0	50.689655172413794
NM_001318918	GLIS2	2.0	1.0	50.0
NM_032575	GLIS2	2.0	1.0	50.0
NR_110901	GLIS2	2.0	0.0	0.0
NM_001201479	CORO7	1.0	1.0	100.0
NM_016069	PAM16	1.0	1.0	100.0
NM_001201473	CORO7	1.0	0.0	0.0
NM_001201472	CORO7	1.0	0.0	0.0
NM_024535	CORO7	1.0	0.0	0.0
NR_145128	CORO7	1.0	0.0	0.0
NM_001324129	ANKS3	6.0	1.0	16.666666666666664
NM_001242929	ANKS3	6.0	1.0	16.666666666666664
NR_040252	ANKS3	6.0	1.0	16.666666666666664
NM_001324130	ANKS3	6.0	1.0	16.666666666666664
NM_133450	ANKS3	6.0	1.0	16.666666666666664
NM_001308089	ANKS3	6.0	1.0	16.666666666666664
NR_046480	ROGDI	17.0	8.0	47.05882352941176
NM_024589	ROGDI	17.0	9.0	52.94117647058824
NM_001079514	UBN1	2.0	1.0	50.0
NM_001288656	UBN1	2.0	1.0	50.0
NM_019109	ALG1	63.0	33.0	52.38095238095239
NM_001330504	ALG1	63.0	30.0	47.61904761904761
NM_001289029	EEF2KMT	3.0	1.0	33.33333333333333
NM_201598	EEF2KMT	3.0	1.0	33.33333333333333
NM_201400	EEF2KMT	3.0	1.0	33.33333333333333
NM_018723	RBFOX1	17.0	2.0	11.76470588235294
NM_001142333	RBFOX1	17.0	2.0	11.76470588235294
NM_001308117	RBFOX1	17.0	2.0	11.76470588235294
NM_001142334	RBFOX1	17.0	2.0	11.76470588235294
NM_145893	RBFOX1	17.0	3.0	17.647058823529413
NM_145891	RBFOX1	17.0	3.0	17.647058823529413
NM_145892	RBFOX1	17.0	3.0	17.647058823529413
NM_020686	ABAT	30.0	10.0	33.33333333333333
NM_000663	ABAT	30.0	10.0	33.33333333333333
NM_001127448	ABAT	30.0	10.0	33.33333333333333
NM_000303	PMM2	44.0	44.0	100.0
NM_003470	USP7	5.0	1.0	20.0
NM_001321858	USP7	5.0	1.0	20.0
NR_135826	USP7	5.0	1.0	20.0
NM_001286457	USP7	5.0	1.0	20.0
NM_001286458	USP7	5.0	1.0	20.0
NM_000833	GRIN2A	164.0	55.0	33.53658536585366
NM_001134407	GRIN2A	164.0	55.0	33.53658536585366
NM_001134408	GRIN2A	164.0	54.0	32.926829268292686
NM_001424	EMP2	3.0	3.0	100.0
NM_001286402	CIITA	14.0	6.0	42.857142857142854
NM_000246	CIITA	14.0	6.0	42.857142857142854
NR_104444	CIITA	14.0	1.0	7.142857142857142
NM_001286403	CIITA	14.0	1.0	7.142857142857142
NR_024320	LITAF	24.0	6.0	25.0
NM_001136472	LITAF	24.0	6.0	25.0
NM_001136473	LITAF	24.0	6.0	25.0
NM_004862	LITAF	24.0	6.0	25.0
NM_005236	ERCC4	11.0	11.0	100.0
NM_001134477	PARN	31.0	11.0	35.483870967741936
NM_001242992	PARN	31.0	9.0	29.03225806451613
NM_002582	PARN	31.0	11.0	35.483870967741936
NM_001143979	NDE1	8.0	4.0	50.0
NM_017668	NDE1	8.0	4.0	50.0
NM_002474	MYH11	48.0	12.0	25.0
NM_022844	MYH11	48.0	12.0	25.0
NM_001040114	MYH11	48.0	12.0	25.0
NM_001040113	MYH11	48.0	12.0	25.0
NM_001171	ABCC6	293.0	279.0	95.22184300341297
NM_001079528	ABCC6	293.0	14.0	4.778156996587031
NM_022166	XYLT1	10.0	10.0	100.0
NR_135179	LOC102723692	2.0	2.0	100.0
NM_001030009	RPS15A	2.0	1.0	50.0
NM_001019	RPS15A	2.0	1.0	50.0
NM_015161	ARL6IP1	4.0	2.0	50.0
NM_001313858	ARL6IP1	4.0	2.0	50.0
NM_016138	COQ7	2.0	1.0	50.0
NM_001190983	COQ7	2.0	1.0	50.0
NM_001008389	UMOD	102.0	34.0	33.33333333333333
NM_003361	UMOD	102.0	34.0	33.33333333333333
NM_001278614	UMOD	102.0	34.0	33.33333333333333
NM_001290104	ZP2	2.0	1.0	50.0
NM_003460	ZP2	2.0	1.0	50.0
NM_001888	CRYM	2.0	2.0	100.0
NR_026675	CRYM	2.0	0.0	0.0
NM_144672	OTOA	20.0	7.0	35.0
NM_001161683	OTOA	20.0	7.0	35.0
NM_170664	OTOA	20.0	6.0	30.0
NM_003366	UQCRC2	3.0	3.0	100.0
NM_001039	SCNN1G	4.0	4.0	100.0
NM_000336	SCNN1B	16.0	16.0	100.0
NM_153603	COG7	4.0	4.0	100.0
NR_003501	EARS2	33.0	11.0	33.33333333333333
NM_001083614	EARS2	33.0	11.0	33.33333333333333
NM_001308211	EARS2	33.0	11.0	33.33333333333333
NM_024675	PALB2	397.0	397.0	100.0
NM_002738	PRKCB	2.0	1.0	50.0
NM_212535	PRKCB	2.0	1.0	50.0
NM_181079	IL21R	9.0	3.0	33.33333333333333
NM_181078	IL21R	9.0	3.0	33.33333333333333
NM_021798	IL21R	9.0	3.0	33.33333333333333
NR_037158	IL21R	9.0	0.0	0.0
NM_001286242	GTF3C1	2.0	1.0	50.0
NM_001520	GTF3C1	2.0	1.0	50.0
NM_015202	KIAA0556	2.0	2.0	100.0
NM_001286109	CLN3	323.0	51.0	15.789473684210526
NM_001042432	CLN3	323.0	57.0	17.647058823529413
NM_000086	CLN3	323.0	57.0	17.647058823529413
NM_001286104	CLN3	323.0	53.0	16.408668730650156
NM_001286105	CLN3	323.0	50.0	15.479876160990713
NM_001286110	CLN3	323.0	55.0	17.027863777089784
NM_003321	TUFM	6.0	6.0	100.0
NM_004320	ATP2A1	35.0	12.0	34.285714285714285
NM_173201	ATP2A1	35.0	12.0	34.285714285714285
NM_001286075	ATP2A1	35.0	11.0	31.428571428571427
NR_046290	ATP2A1	35.0	0.0	0.0
NR_046289	ATP2A1	35.0	0.0	0.0
NR_046288	ATP2A1	35.0	0.0	0.0
NR_046287	ATP2A1	35.0	0.0	0.0
NM_001178098	CD19	4.0	2.0	50.0
NM_001770	CD19	4.0	2.0	50.0
NM_001014989	LAT	12.0	3.0	25.0
NM_014387	LAT	12.0	3.0	25.0
NM_001014987	LAT	12.0	3.0	25.0
NM_001014988	LAT	12.0	3.0	25.0
NM_001256269	KIF22	12.0	4.0	33.33333333333333
NM_007317	KIF22	12.0	4.0	33.33333333333333
NM_001256270	KIF22	12.0	4.0	33.33333333333333
NM_001256443	PRRT2	131.0	45.0	34.35114503816794
NM_001256442	PRRT2	131.0	43.0	32.82442748091603
NM_145239	PRRT2	131.0	43.0	32.82442748091603
NM_000034	ALDOA	10.0	2.0	20.0
NM_184043	ALDOA	10.0	2.0	20.0
NM_001127617	ALDOA	10.0	2.0	20.0
NM_001243177	ALDOA	10.0	2.0	20.0
NM_184041	ALDOA	10.0	2.0	20.0
NM_004608	TBX6	9.0	9.0	100.0
NM_001193333	CORO1A	8.0	4.0	50.0
NM_007074	CORO1A	8.0	4.0	50.0
NM_001105079	FBRS	2.0	2.0	100.0
NM_006662	SRCAP	17.0	17.0	100.0
NM_000294	PHKG2	24.0	12.0	50.0
NM_001172432	PHKG2	24.0	12.0	50.0
NM_014712	SETD1A	5.0	5.0	100.0
NM_001142777	HSD3B7	24.0	8.0	33.33333333333333
NM_025193	HSD3B7	24.0	8.0	33.33333333333333
NM_001142778	HSD3B7	24.0	8.0	33.33333333333333
NM_052874	STX1B	12.0	12.0	100.0
NM_206824	VKORC1	14.0	4.0	28.57142857142857
NM_024006	VKORC1	14.0	5.0	35.714285714285715
NM_001311311	VKORC1	14.0	5.0	35.714285714285715
NM_001122957	BCKDK	9.0	3.0	33.33333333333333
NM_005881	BCKDK	9.0	3.0	33.33333333333333
NM_001271926	BCKDK	9.0	3.0	33.33333333333333
NM_004960	FUS	80.0	20.0	25.0
NR_028388	FUS	80.0	20.0	25.0
NM_001170937	FUS	80.0	20.0	25.0
NM_001170634	FUS	80.0	20.0	25.0
NM_005205	COX6A2	2.0	2.0	100.0
NM_001288767	ARMC5	24.0	6.0	25.0
NM_001301820	ARMC5	24.0	6.0	25.0
NM_024742	ARMC5	24.0	6.0	25.0
NM_001105247	ARMC5	24.0	6.0	25.0
NM_003041	SLC5A2	16.0	10.0	62.5
NR_130783	SLC5A2	16.0	6.0	37.5
NM_022744	C16orf58	1.0	1.0	100.0
NM_018206	VPS35	2.0	2.0	100.0
NR_037620	ORC6	10.0	5.0	50.0
NM_014321	ORC6	10.0	5.0	50.0
NM_133443	GPT2	6.0	4.0	66.66666666666666
NM_001142466	GPT2	6.0	2.0	33.33333333333333
NM_001031835	PHKB	12.0	6.0	50.0
NM_000293	PHKB	12.0	6.0	50.0
NM_001271620	ZNF423	23.0	8.0	34.78260869565217
NM_015069	ZNF423	23.0	8.0	34.78260869565217
NM_001330533	ZNF423	23.0	7.0	30.434782608695656
NM_013263	BRD7	2.0	1.0	50.0
NM_001173984	BRD7	2.0	1.0	50.0
NM_022162	NOD2	26.0	13.0	50.0
NM_001293557	NOD2	26.0	13.0	50.0
NM_015247	CYLD	75.0	25.0	33.33333333333333
NM_001042355	CYLD	75.0	25.0	33.33333333333333
NM_001042412	CYLD	75.0	25.0	33.33333333333333
NM_002968	SALL1	62.0	31.0	50.0
NM_001127892	SALL1	62.0	31.0	50.0
NM_001127897	RPGRIP1L	161.0	38.0	23.60248447204969
NM_001330538	RPGRIP1L	161.0	39.0	24.22360248447205
NM_001308334	RPGRIP1L	161.0	39.0	24.22360248447205
NM_015272	RPGRIP1L	161.0	40.0	24.84472049689441
NM_001328422	RPGRIP1L	161.0	2.0	1.2422360248447204
NM_001328423	RPGRIP1L	161.0	3.0	1.8633540372670807
NM_001080432	FTO	3.0	3.0	100.0
NR_103838	FTO	3.0	0.0	0.0
NM_005853	IRX5	6.0	3.0	50.0
NM_001252197	IRX5	6.0	3.0	50.0
NM_001302508	MMP2	35.0	7.0	20.0
NM_004530	MMP2	35.0	7.0	20.0
NM_001302510	MMP2	35.0	7.0	20.0
NM_001302509	MMP2	35.0	7.0	20.0
NM_001127891	MMP2	35.0	7.0	20.0
NM_001172501	SLC6A2	4.0	1.0	25.0
NM_001043	SLC6A2	4.0	1.0	25.0
NM_001172504	SLC6A2	4.0	1.0	25.0
NM_001172502	SLC6A2	4.0	1.0	25.0
NM_001266	CES1	6.0	2.0	33.33333333333333
NM_001025194	CES1	6.0	2.0	33.33333333333333
NM_001025195	CES1	6.0	2.0	33.33333333333333
NM_020988	GNAO1	42.0	25.0	59.523809523809526
NM_138736	GNAO1	42.0	17.0	40.476190476190474
NM_031885	BBS2	30.0	30.0	100.0
NM_014669	NUP93	15.0	5.0	33.33333333333333
NM_001242795	NUP93	15.0	5.0	33.33333333333333
NM_001242796	NUP93	15.0	5.0	33.33333333333333
NM_000339	SLC12A3	162.0	54.0	33.33333333333333
NM_001126108	SLC12A3	162.0	54.0	33.33333333333333
NM_001126107	SLC12A3	162.0	54.0	33.33333333333333
NM_000078	CETP	2.0	1.0	50.0
NM_001286085	CETP	2.0	1.0	50.0
NM_001305163	RSPRY1	7.0	2.0	28.57142857142857
NM_133368	RSPRY1	7.0	2.0	28.57142857142857
NM_001305164	RSPRY1	7.0	2.0	28.57142857142857
NM_001305182	RSPRY1	7.0	1.0	14.285714285714285
NM_012106	ARL2BP	1.0	1.0	100.0
NM_020312	COQ9	1.0	1.0	100.0
NM_001290142	ADGRG1	280.0	18.0	6.428571428571428
NM_001290143	ADGRG1	280.0	26.0	9.285714285714286
NM_005682	ADGRG1	280.0	26.0	9.285714285714286
NM_001145770	ADGRG1	280.0	26.0	9.285714285714286
NM_001145772	ADGRG1	280.0	26.0	9.285714285714286
NM_201524	ADGRG1	280.0	26.0	9.285714285714286
NM_001145771	ADGRG1	280.0	26.0	9.285714285714286
NM_001145773	ADGRG1	280.0	26.0	9.285714285714286
NM_201525	ADGRG1	280.0	26.0	9.285714285714286
NM_001145774	ADGRG1	280.0	27.0	9.642857142857144
NM_001290144	ADGRG1	280.0	27.0	9.642857142857144
NM_005886	KATNB1	5.0	5.0	100.0
NM_001286130	CNGB1	47.0	22.0	46.808510638297875
NM_001297	CNGB1	47.0	22.0	46.808510638297875
NM_001135639	CNGB1	47.0	3.0	6.382978723404255
NM_001330568	USB1	69.0	18.0	26.08695652173913
NM_024598	USB1	69.0	18.0	26.08695652173913
NM_001195302	USB1	69.0	15.0	21.73913043478261
NM_001330569	USB1	69.0	9.0	13.043478260869565
NM_001204911	USB1	69.0	9.0	13.043478260869565
NM_001286220	GOT2	8.0	4.0	50.0
NM_002080	GOT2	8.0	4.0	50.0
NM_001330576	CDH11	6.0	2.0	33.33333333333333
NM_001797	CDH11	6.0	2.0	33.33333333333333
NM_001308392	CDH11	6.0	2.0	33.33333333333333
NM_001172644	TK2	214.0	25.0	11.682242990654206
NM_001172645	TK2	214.0	27.0	12.616822429906541
NM_004614	TK2	214.0	29.0	13.551401869158877
NM_001271934	TK2	214.0	29.0	13.551401869158877
NR_073520	TK2	214.0	29.0	13.551401869158877
NM_001271935	TK2	214.0	21.0	9.813084112149532
NM_001172643	TK2	214.0	27.0	12.616822429906541
NM_001272050	TK2	214.0	27.0	12.616822429906541
NM_001538	HSF4	13.0	6.0	46.15384615384615
NM_001040667	HSF4	13.0	7.0	53.84615384615385
NM_001276312	NOL3	7.0	1.0	14.285714285714285
NM_001276319	NOL3	7.0	1.0	14.285714285714285
NM_001276307	NOL3	7.0	1.0	14.285714285714285
NM_001276309	NOL3	7.0	1.0	14.285714285714285
NM_003946	NOL3	7.0	1.0	14.285714285714285
NM_001185057	NOL3	7.0	1.0	14.285714285714285
NM_001276311	NOL3	7.0	1.0	14.285714285714285
NM_001100915	KCTD19	1.0	1.0	100.0
NM_000196	HSD11B2	10.0	10.0	100.0
NM_006565	CTCF	27.0	17.0	62.96296296296296
NM_001191022	CTCF	27.0	10.0	37.03703703703704
NM_001013838	CARMIL2	18.0	9.0	50.0
NM_001317026	CARMIL2	18.0	9.0	50.0
NM_001082487	ACD	5.0	1.0	20.0
NM_022914	ACD	5.0	2.0	40.0
NM_001082486	ACD	5.0	2.0	40.0
NM_020457	THAP11	1.0	1.0	100.0
NM_000229	LCAT	18.0	18.0	100.0
NM_001145962	SLC12A4	5.0	1.0	20.0
NM_001145961	SLC12A4	5.0	1.0	20.0
NM_005072	SLC12A4	5.0	1.0	20.0
NM_001145964	SLC12A4	5.0	1.0	20.0
NM_001145963	SLC12A4	5.0	1.0	20.0
NM_019023	PRMT7	15.0	5.0	33.33333333333333
NM_001184824	PRMT7	15.0	5.0	33.33333333333333
NM_001290018	PRMT7	15.0	5.0	33.33333333333333
NM_001317195	CDH3	27.0	9.0	33.33333333333333
NM_001793	CDH3	27.0	9.0	33.33333333333333
NM_001317196	CDH3	27.0	9.0	33.33333333333333
NM_001317185	CDH1	487.0	128.0	26.283367556468175
NM_004360	CDH1	487.0	126.0	25.87268993839836
NM_001317186	CDH1	487.0	115.0	23.613963039014372
NM_001317184	CDH1	487.0	118.0	24.229979466119097
NM_032382	COG8	4.0	4.0	100.0
NM_001286137	NQO1	4.0	1.0	25.0
NM_001025434	NQO1	4.0	1.0	25.0
NM_001025433	NQO1	4.0	1.0	25.0
NM_000903	NQO1	4.0	1.0	25.0
NR_029681	MIR140	1.0	1.0	100.0
NM_001605	AARS	8.0	8.0	100.0
NM_145059	FUK	1.0	1.0	100.0
NM_001195139	COG4	19.0	9.0	47.368421052631575
NM_015386	COG4	19.0	10.0	52.63157894736842
NM_138383	MTSS1L	1.0	1.0	100.0
NM_018052	VAC14	3.0	3.0	100.0
NR_034083	VAC14	3.0	0.0	0.0
NM_001270974	HYDIN	7.0	4.0	57.14285714285714
NM_017558	HYDIN	7.0	1.0	14.285714285714285
NM_001198543	HYDIN	7.0	1.0	14.285714285714285
NM_001198542	HYDIN	7.0	1.0	14.285714285714285
NR_103852	TAT	15.0	2.0	13.333333333333334
NR_103851	TAT	15.0	2.0	13.333333333333334
NM_000353	TAT	15.0	11.0	73.33333333333333
NM_001361	DHODH	6.0	6.0	100.0
NM_014003	DHX38	1.0	1.0	100.0
NM_001160213	PMFBP1	10.0	5.0	50.0
NM_031293	PMFBP1	10.0	5.0	50.0
NM_001164766	ZFHX3	6.0	3.0	50.0
NM_006885	ZFHX3	6.0	3.0	50.0
NM_018124	RFWD3	2.0	2.0	100.0
NM_024306	FA2H	15.0	15.0	100.0
NM_021615	CHST6	9.0	9.0	100.0
NM_001077418	TMEM231	13.0	4.0	30.76923076923077
NR_074083	TMEM231	13.0	4.0	30.76923076923077
NM_001077416	TMEM231	13.0	5.0	38.46153846153847
NM_005548	KARS	16.0	8.0	50.0
NM_001130089	KARS	16.0	8.0	50.0
NM_199355	ADAMTS18	8.0	4.0	50.0
NM_001326358	ADAMTS18	8.0	4.0	50.0
NM_016373	WWOX	50.0	17.0	34.0
NM_001291997	WWOX	50.0	12.0	24.0
NR_120436	WWOX	50.0	10.0	20.0
NM_130791	WWOX	50.0	9.0	18.0
NR_120435	WWOX	50.0	2.0	4.0
NM_005360	MAF	36.0	18.0	50.0
NM_001031804	MAF	36.0	18.0	50.0
NR_033249	GCSH	4.0	2.0	50.0
NM_004483	GCSH	4.0	2.0	50.0
NM_017429	BCO1	1.0	1.0	100.0
NM_022041	GAN	12.0	12.0	100.0
NM_002661	PLCG2	4.0	4.0	100.0
NM_012213	MLYCD	10.0	10.0	100.0
NM_001080442	SLC38A8	9.0	9.0	100.0
NM_003791	MBTPS1	2.0	2.0	100.0
NM_178452	DNAAF1	26.0	16.0	61.53846153846154
NM_001318756	DNAAF1	26.0	10.0	38.46153846153847
NM_002163	IRF8	3.0	3.0	100.0
NM_001451	FOXF1	8.0	8.0	100.0
NR_125795	FOXC2	28.0	5.0	17.857142857142858
NM_005251	FOXC2	28.0	23.0	82.14285714285714
NM_001282683	FBXO31	2.0	1.0	50.0
NM_024735	FBXO31	2.0	1.0	50.0
NM_001739	CA5A	4.0	4.0	100.0
NM_001127464	ZNF469	32.0	32.0	100.0
NM_000101	CYBA	15.0	15.0	100.0
NM_002461	MVD	2.0	2.0	100.0
NM_001142864	PIEZO1	21.0	21.0	100.0
NR_103774	LOC100289580	1.0	1.0	100.0
NM_030928	CDT1	4.0	4.0	100.0
